asset_id	title_zh_cn	title_en	summary_zh_cn	summary_en	type	status	start_date	end_date	gsd_min_m	gsd_max_m	cadence	provider	bands	categories	keywords	bbox	license	source_url
projects/malariaatlasproject/assets/EVI_v061/1km/Monthly	EVI：Malaria Atlas Project 填充了缺失数据的增强型植被指数（每月 1 千米）	EVI: Malaria Atlas Project Gap-Filled Enhanced Vegetation Index (Monthly 1km)	此增强植被指数 (EVI) 产品的基础数据集是 MODIS BRDF 校正后的影像 (MCD43B4)，该影像已使用 Weiss 等人 (2014) 概述的方法进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。在填补缺失数据后，数据被剪裁到 [0, 1] 的阈值，以…	The underlying dataset for this Enhanced Vegetation Index (EVI) product is MODIS BRDF-corrected imagery (MCD43B4), which was gap-filled using the approach outlined in Weiss et al. (2014) to eliminate missing data caused by factors such as cloud cover. After gap-filling the data was clipped to …	image_collection	ready	2001-02-01	2024-12-01	5000.0	5000.0	1 month cadence	The Malaria Atlas Project	Mean	vegetation-indices	evi, map, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_EVI_v061_1km_Monthly
projects/malariaatlasproject/assets/LST_Day_v061/1km/8-Daily	LST Day：Malaria Atlas Project 填充了缺失数据的白天陆地表面温度（每 8 天 1 千米）	LST Day: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature (8-Daily 1km)	白天陆地表面温度 (LST) 源自约 1 公里的 MODIS MOD11A2 v6.1 产品。8 天合成数据会转换为摄氏度，然后使用 Weiss 等人 (2014) 概述的方法进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。在填补缺失数据后，数据为…	Daytime Land Surface Temperature (LST) are derived from the ~1km MODIS MOD11A2 v6.1 products. The 8-daily composites are converted to degrees Celsius and then gap-filled using the approach outlined in Weiss et al (2014) to eliminate missing data caused by factors such as cloud cover. …	image_collection	ready	2001-03-01	2024-12-26	5000.0	5000.0	8 day cadence	The Malaria Atlas Project	Mean	climate	climate, lst, map, surface-temperature	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Day_v061_1km_8-Daily
projects/malariaatlasproject/assets/LST_Day_v061/1km/Annual	LST Day：Malaria Atlas Project 填充了缺失数据的白天陆地表面温度（每年 1 千米）	LST Day: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature (Annual 1km)	白天陆地表面温度 (LST) 源自约 1 公里的 MODIS MOD11A2 v6.1 产品。8 天合成数据会转换为摄氏度，然后使用 Weiss 等人 (2014) 概述的方法进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。在填补缺失数据后，数据为…	Daytime Land Surface Temperature (LST) are derived from the ~1km MODIS MOD11A2 v6.1 products. The 8-daily composites are converted to degrees Celsius and then gap-filled using the approach outlined in Weiss et al (2014) to eliminate missing data caused by factors such as cloud cover. …	image_collection	ready	2001-03-01	2024-01-01	5000.0	5000.0	1 year cadence	The Malaria Atlas Project	Mean	climate	climate, lst, map, surface-temperature	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Day_v061_1km_Annual
projects/malariaatlasproject/assets/LST_Day_v061/1km/Monthly	LST Day：Malaria Atlas Project 填充了缺失数据的白天陆地表面温度（每月 1 千米）	LST Day: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature (Monthly 1km)	白天陆地表面温度 (LST) 源自约 1 公里的 MODIS MOD11A2 v6.1 产品。8 天合成数据会转换为摄氏度，然后使用 Weiss 等人 (2014) 概述的方法进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。在填补缺失数据后，数据为…	Daytime Land Surface Temperature (LST) are derived from the ~1km MODIS MOD11A2 v6.1 products. The 8-daily composites are converted to degrees Celsius and then gap-filled using the approach outlined in Weiss et al (2014) to eliminate missing data caused by factors such as cloud cover. …	image_collection	ready	2001-03-01	2024-12-01	5000.0	5000.0	1 month cadence	The Malaria Atlas Project	Mean	climate	climate, lst, map, surface-temperature	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Day_v061_1km_Monthly
projects/malariaatlasproject/assets/LST_Night_v061/1km/8-Daily	LST 夜间：Malaria Atlas Project 填充了缺失数据的夜间地表温度（每 8 天 1 千米）	LST Night: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature (8-Daily 1km)	夜间地表温度 (LST) 源自约 1 公里的 MODIS MOD11A2 v6.1 产品。8 天合成数据会转换为摄氏度，然后使用 Weiss 等人 (2014) 概述的方法进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。在填补缺失数据后，数据为…	Nighttime Land Surface Temperature (LST) are derived from the ~1km MODIS MOD11A2 v6.1 products. The 8-daily composites are converted to degrees Celsius and then gap-filled using the approach outlined in Weiss et al (2014) to eliminate missing data caused by factors such as cloud cover. …	image_collection	ready	2001-03-01	2024-12-26	5000.0	5000.0	8 day cadence	The Malaria Atlas Project	Mean	climate	climate, lst, map, surface-temperature	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Night_v061_1km_8-Daily
projects/malariaatlasproject/assets/LST_Night_v061/1km/Annual	LST Night：Malaria Atlas Project 间隙填充夜间地表温度（1 公里年数据）	LST Night: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature (Annual 1km)	夜间地表温度 (LST) 源自约 1 公里的 MODIS MOD11A2 v6.1 产品。8 天合成数据会转换为摄氏度，然后使用 Weiss 等人 (2014) 概述的方法进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。在填补缺失数据后，数据为…	Nighttime Land Surface Temperature (LST) are derived from the ~1km MODIS MOD11A2 v6.1 products. The 8-daily composites are converted to degrees Celsius and then gap-filled using the approach outlined in Weiss et al (2014) to eliminate missing data caused by factors such as cloud cover. …	image_collection	ready	2001-03-01	2024-01-01	5000.0	5000.0	1 year cadence	The Malaria Atlas Project	Mean	climate	climate, lst, map, surface-temperature	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Night_v061_1km_Annual
projects/malariaatlasproject/assets/LST_Night_v061/1km/Monthly	LST Night：Malaria Atlas Project 填充了缺失数据的夜间地表温度（每月 1 千米）	LST Night: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature (Monthly 1km)	夜间地表温度 (LST) 源自约 1 公里的 MODIS MOD11A2 v6.1 产品。8 天合成数据会转换为摄氏度，然后使用 Weiss 等人 (2014) 概述的方法进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。在填补缺失数据后，数据为…	Nighttime Land Surface Temperature (LST) are derived from the ~1km MODIS MOD11A2 v6.1 products. The 8-daily composites are converted to degrees Celsius and then gap-filled using the approach outlined in Weiss et al (2014) to eliminate missing data caused by factors such as cloud cover. …	image_collection	ready	2001-03-01	2024-12-01	5000.0	5000.0	1 month cadence	The Malaria Atlas Project	Mean	climate	climate, lst, map, surface-temperature	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Night_v061_1km_Monthly
projects/malariaatlasproject/assets/TCB_v061/1km/8-Daily	TCB：Malaria Atlas Project 填充了缺失数据的 Tasseled Cap 亮度（每 8 天 1 千米）	TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness (8-Daily 1km)	此填补了缺口的缨帽亮度 (TCB) 数据集是通过将 Lobser 和 Cohen (2007) 中定义的缨帽方程应用于 MODIS BRDF 校正后的影像 (MCD43B4) 而创建的。使用 Weiss 等人 (2014) 概述的方法对生成的数据进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。…	This gap-filled Tasseled Cap Brightness (TCB) dataset was created by applying the tasseled-cap equations defined in Lobser and Cohen (2007) to MODIS BRDF-corrected imagery (MCD43B4). The resulting data were gap-filled using the approach outlined in Weiss et al. (2014) to eliminate missing data caused by …	image_collection	ready	2001-02-01	2024-12-26	5000.0	5000.0	8 day cadence	The Malaria Atlas Project	Mean	vegetation-indices	brightness, map, tasseled-cap, tcb, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCB_v061_1km_8-Daily
projects/malariaatlasproject/assets/TCB_v061/1km/Annual	TCB：Malaria Atlas Project 填充了缺失数据的 Tasseled Cap 亮度（每年 1 千米）	TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness (Annual 1km)	此填补了缺口的缨帽亮度 (TCB) 数据集是通过将 Lobser 和 Cohen (2007) 中定义的缨帽方程应用于 MODIS BRDF 校正后的影像 (MCD43B4) 而创建的。使用 Weiss 等人 (2014) 概述的方法对生成的数据进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。…	This gap-filled Tasseled Cap Brightness (TCB) dataset was created by applying the tasseled-cap equations defined in Lobser and Cohen (2007) to MODIS BRDF-corrected imagery (MCD43B4). The resulting data were gap-filled using the approach outlined in Weiss et al. (2014) to eliminate missing data caused by …	image_collection	ready	2001-02-01	2024-01-01	5000.0	5000.0	1 year cadence	The Malaria Atlas Project	Mean	vegetation-indices	brightness, map, tasseled-cap, tcb, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCB_v061_1km_Annual
projects/malariaatlasproject/assets/TCB_v061/1km/Monthly	TCB：Malaria Atlas Project 填充了缺失数据的 Tasseled Cap 亮度（每月 1 千米）	TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness (Monthly 1km)	此填补了缺口的缨帽亮度 (TCB) 数据集是通过将 Lobser 和 Cohen (2007) 中定义的缨帽方程应用于 MODIS BRDF 校正后的影像 (MCD43B4) 而创建的。使用 Weiss 等人 (2014) 概述的方法对生成的数据进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。…	This gap-filled Tasseled Cap Brightness (TCB) dataset was created by applying the tasseled-cap equations defined in Lobser and Cohen (2007) to MODIS BRDF-corrected imagery (MCD43B4). The resulting data were gap-filled using the approach outlined in Weiss et al. (2014) to eliminate missing data caused by …	image_collection	ready	2001-02-01	2024-12-01	5000.0	5000.0	1 month cadence	The Malaria Atlas Project	Mean	vegetation-indices	brightness, map, tasseled-cap, tcb, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCB_v061_1km_Monthly
projects/malariaatlasproject/assets/TCW_v061/1km/8-Daily	TCW：Malaria Atlas Project 填充了缺失数据的 Tasseled Cap 湿度（每 8 天 1 千米）	TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness (8-Daily 1km)	此间隙填充的 Tasseled Cap 湿度 (TCW) 数据集是通过将 Lobser 和 Cohen (2007) 中定义的 Tasseled Cap 方程应用于 MODIS BRDF 校正后的影像 (MCD43B4) 而创建的。使用 Weiss 等人 (2014) 概述的方法对生成的数据进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。…	This gap-filled Tasseled Cap Wetness (TCW) dataset was created by applying the tasseled-cap equations defined in Lobser and Cohen (2007) to MODIS BRDF-corrected imagery (MCD43B4). The resulting data were gap-filled using the approach outlined in Weiss et al. (2014) to eliminate missing data caused by …	image_collection	ready	2001-02-01	2024-12-26	5000.0	5000.0	8 day cadence	The Malaria Atlas Project	Mean	vegetation-indices	map, tasseled-cap, tcw, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCW_v061_1km_8-Daily
projects/malariaatlasproject/assets/TCW_v061/1km/Annual	TCW：Malaria Atlas Project 填充了缺失数据的 Tasseled Cap 湿度（每年 1 千米）	TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness (Annual 1km)	此间隙填充的 Tasseled Cap 湿度 (TCW) 数据集是通过将 Lobser 和 Cohen (2007) 中定义的 Tasseled Cap 方程应用于 MODIS BRDF 校正后的影像 (MCD43B4) 而创建的。使用 Weiss 等人 (2014) 概述的方法对生成的数据进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。…	This gap-filled Tasseled Cap Wetness (TCW) dataset was created by applying the tasseled-cap equations defined in Lobser and Cohen (2007) to MODIS BRDF-corrected imagery (MCD43B4). The resulting data were gap-filled using the approach outlined in Weiss et al. (2014) to eliminate missing data caused by …	image_collection	ready	2001-02-01	2024-01-01	5000.0	5000.0	1 year cadence	The Malaria Atlas Project	Mean	vegetation-indices	map, tasseled-cap, tcw, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCW_v061_1km_Annual
projects/malariaatlasproject/assets/TCW_v061/1km/Monthly	TCW：Malaria Atlas Project 填充了缺失数据的 Tasseled Cap 湿度（每月 1 千米）	TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness (Monthly 1km)	此间隙填充的 Tasseled Cap 湿度 (TCW) 数据集是通过将 Lobser 和 Cohen (2007) 中定义的 Tasseled Cap 方程应用于 MODIS BRDF 校正后的影像 (MCD43B4) 而创建的。使用 Weiss 等人 (2014) 概述的方法对生成的数据进行缺口填充，以消除因云覆盖等因素而导致的数据缺失。…	This gap-filled Tasseled Cap Wetness (TCW) dataset was created by applying the tasseled-cap equations defined in Lobser and Cohen (2007) to MODIS BRDF-corrected imagery (MCD43B4). The resulting data were gap-filled using the approach outlined in Weiss et al. (2014) to eliminate missing data caused by …	image_collection	ready	2001-02-01	2024-12-01	5000.0	5000.0	1 month cadence	The Malaria Atlas Project	Mean	vegetation-indices	map, tasseled-cap, tcw, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	CC-BY-NC-SA-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCW_v061_1km_Monthly
projects/mangrovedatahub2/assets/CGMD-AFCC30	全球红树林年均部分树冠覆盖率（1984 年至 2023 年）	Global Annual Mangrove Fractional Canopy Cover (1984-2023)	此数据集提供 1984 年至 2023 年全球红树林冠层覆盖率 (FCC) 的年度数据，空间分辨率为 30 米，可用于大规模分析长期红树林动态，包括冠层退化和恢复、蓝碳评估和沿海生态系统监测。FCC 可量化每个 Landsat 像素中红树林树冠所占的比例…	This dataset provides global annual mangrove fractional canopy cover (FCC) at 30-m spatial resolution from 1984 to 2023 to support large-scale analyses of long-term mangrove dynamics, including canopy degradation and recovery, blue carbon assessment, and coastal ecosystem monitoring. FCC quantifies the proportion of each Landsat …	image_collection	ready	1984-01-01	2023-12-31	30.0	30.0	1 year cadence	The Mangrove Lab	FCC	forest-biomass, vegetation-indices	annual, coastal, forest-biomass, global, landsat-derived, mangrove, vegetation-indices, wetland	-180.0, -90.0, 180.0, 90.0	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_mangrovedatahub2_assets_CGMD-AFCC30
projects/mangrovedatahub2/assets/CGMD-Extent30	全球红树林面积年变化图（1984 年至 2023 年）	Global Annual Mangrove Extent (1984-2023)	CGMD-Extent30（连续全球红树林动态 - 分辨率为 30 米的年度红树林范围）数据集提供 1984 年至 2023 年的全球年度红树林范围。该数据集以单个 Earth Engine FeatureCollection 的形式分发，其中每个要素代表特定年份的红树林多边形地图。该数据集是根据长期 Landsat …	The CGMD-Extent30 (Continuous Global Mangrove Dynamics-Annual Mangrove Extent at 30-m resolution) dataset provides global annual mangrove extent from 1984 to 2023. The dataset is distributed as a single Earth Engine FeatureCollection, with each feature representing a mapped mangrove polygon for a specific year. The dataset …	table	ready	1984-01-01	2023-12-31				The Mangrove Lab		forest-biomass, landuse-landcover	annual, coastal, forest-biomass, global, landsat-derived, landuse-landcover, mangrove, table, wetland	-180.0, -90.0, 180.0, 90.0	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_mangrovedatahub2_assets_CGMD-Extent30
projects/mapbiomas-public/assets/bolivia/lulc/v1	MapBiomas 土地利用和土地覆被 - 玻利维亚 V1.0	MapBiomas Land Use and Land Cover - Bolivia V1.0	MapBiomas 玻利维亚土地利用和土地覆盖 (LULC) 数据集由 MapBiomas 项目使用 Landsat 卫星图像和机器学习分类技术每年生成一次。该数据集提供分辨率为 30 米的年度土地覆被地图，涵盖 1985 年至 2024 年期间。玻利维亚的领土横跨多个主要生物群落，…	MapBiomas Land Use and Land Cover (LULC) dataset for Bolivia is produced annually by the MapBiomas Project using Landsat satellite imagery and machine learning classification techniques. The dataset provides consistent annual land cover maps at 30-meter resolution covering the period from 1985 to 2024. Bolivia's …	image_collection	ready	1985-01-01	2024-12-31	30.0	30.0		MapBiomas	classification	landuse-landcover	landsat-derived, landuse-landcover	-69.6644, -23.3146, -57.3608, -9.6792	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_mapbiomas-public_assets_bolivia_lulc_v1
projects/mapbiomas-public/assets/brazil/lulc/v1	MapBiomas 土地利用和土地覆盖 - 巴西 V1.0	MapBiomas Land Use and Land Cover - Brazil V1.0	巴西的 MapBiomas 土地利用和土地覆盖 (LULC) 数据集由 MapBiomas 项目每年使用 Landsat 卫星图像和机器学习分类技术生成。该数据集以 30 米的分辨率提供一致且主题详细的地图，涵盖数十年，每年都会更新。集合中的每张图片都包含年度…	MapBiomas Land Use and Land Cover (LULC) dataset for Brazil is produced annually by the MapBiomas Project using Landsat satellite imagery and machine learning classification techniques. The dataset provides consistent, thematically detailed maps at 30-meter resolution, covering multiple decades and updated each year. Each image …	image_collection	ready	1985-01-01	2024-12-31	30.0	30.0		MapBiomas	classification	landuse-landcover	landsat-derived, landuse-landcover	-74.0, -34.0, -34.7, 5.45	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_mapbiomas-public_assets_brazil_lulc_v1
projects/mapbiomas-public/assets/ecuador/lulc/v1	MapBiomas 土地利用和土地覆被 - 厄瓜多尔 V1.0	MapBiomas Land Use and Land Cover - Ecuador V1.0	厄瓜多尔的 MapBiomas 土地使用和土地覆盖 (LULC) 数据集由 MapBiomas 项目每年使用 Landsat 卫星图像和机器学习分类技术生成。该数据集提供分辨率为 30 米的年度土地覆被地图，涵盖 1985 年至 2024 年期间。厄瓜多尔的领土包含四种截然不同的自然…	MapBiomas Land Use and Land Cover (LULC) dataset for Ecuador is produced annually by the MapBiomas Project using Landsat satellite imagery and machine learning classification techniques. The dataset provides consistent annual land cover maps at 30-meter resolution covering the period from 1985 to 2024. Ecuador's …	image_collection	ready	1985-01-01	2024-12-31	30.0	30.0		MapBiomas	classification	landuse-landcover	landsat-derived, landuse-landcover	-81.1555, -5.1216, -75.1741, 2.4547	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_mapbiomas-public_assets_ecuador_lulc_v1
projects/nature-trace/assets/farmscapes/england_v1_0	Farmscapes 2020	Farmscapes 2020	Farmscapes 2020 数据集提供了英格兰农业景观中三种关键半自然特征（树篱、林地和石墙）的高分辨率 (25cm) 概率地图。此数据集是与牛津大学 Leverhulme 自然恢复中心合作开发的，可作为多种应用（包括景观恢复、生物多样性监测、…）的基准。	The Farmscapes 2020 dataset provides high-resolution (25cm) probability maps for three key semi-natural features within England's agricultural landscapes: hedgerows, woodland, and stone walls. This dataset was developed in collaboration with the Leverhulme Centre for Nature Recovery at Oxford to serve as a baseline for applications …	image_collection	ready	2018-01-01	2020-12-31	0.25	0.25		Google	B0, B1, B2	landuse-landcover	biodiversity, climate, conservation, ecological-connectivity, forest, landuse-landcover	-180.0, -90.0, 180.0, 90.0	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_nature-trace_assets_farmscapes_england_v1_0
projects/nature-trace/assets/farmscapes/england_v1_0_vectorised	Farmscapes 2020 矢量化	Farmscapes 2020 Vectorised	这是 Farmscapes 2020 栅格数据集的矢量化版本。它提供了多边形几何图形，用于表示英格兰农业景观中精细尺度的半自然景观特征（特别是树篱、林地和石墙）。此数据集是与牛津利弗休姆自然恢复中心合作开发的，旨在作为…	This is the vectorised version of the Farmscapes 2020 raster dataset. It provides polygon geometries representing fine-scale semi-natural landscape features (specifically hedgerows, woodland, and stone walls) across England's agricultural landscapes. This dataset was developed in collaboration with the Oxford Leverhulme Centre for Nature Recovery to …	table	ready	2018-01-01	2020-12-31				Google		landuse-landcover	biodiversity, climate, conservation, ecological-connectivity, forest, landuse-landcover, table	-180.0, -90.0, 180.0, 90.0	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_nature-trace_assets_farmscapes_england_v1_0_vectorised
projects/nature-trace/assets/forest_typology/forest_typology_2020_v1_0_collection	Forest Typology (ForTy) 2020 v1.0	Forest Typology (ForTy) 2020 v1.0	森林类型学 (ForTy) v1 数据集包含 2020 年全球每类概率地图，分辨率为 10 米，覆盖南纬 65° 至北纬 84° 之间的所有陆地区域。六类森林类型与粮农组织和欧盟森林砍伐法规 (EUDR) 的定义保持一致：第 1 类 - 原始森林：天然森林…	The Forest Typology (ForTy) v1 dataset consists of a global per-class probability map at 10 m resolution covering all land areas between 65°S and 84°N latitude for the year 2020. The six-class typology is aligned with FAO and EU Deforestation Regulation (EUDR) definitions: Class 1 …	image_collection	ready	2020-01-01	2020-12-31	10.0	10.0		Google	PrimaryForest, NaturallyRegeneratingForest, PlantedForest, PlantationForest, TreeCropsAndAgroforestry	forest-biomass	alphaearth-derived, biodiversity, climate, conservation, deforestation, eudr, forest, forest-biomass	-180.0, -65.0, 180.0, 84.0	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_nature-trace_assets_forest_typology_forest_typology_2020_v1_0_collection
projects/nature-trace/assets/forest_typology/natural_forest_2020_v1_0_collection	2020 年世界天然森林	Natural Forests of the World 2020	《Natural Forests of the World 2020》提供了一张 2020 年的全球天然森林概率地图，分辨率为 10 米。该工具的开发旨在支持欧盟的《森林砍伐法规》(EUDR) 等倡议，以及其他森林保护和监测工作。此地图显示了…的可能性	Natural Forests of the World 2020, provides a global map of natural forest probability for the year 2020 at a 10-meter resolution. It was developed to support initiatives like the European Union's Deforestation Regulation (EUDR) and other efforts for forest conservation and monitoring. The map …	image_collection	ready	2020-01-01	2020-12-31	10.0	10.0		Google	B0	forest-biomass	biodiversity, climate, conservation, deforestation, eudr, forest, forest-biomass	-180.0, -90.0, 180.0, 90.0	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_nature-trace_assets_forest_typology_natural_forest_2020_v1_0_collection
projects/nature-trace/assets/species_distribution_models/australia_mammals/v0	物种分布，澳大利亚哺乳动物	Species Distribution, Australia Mammals	这些物种分布模型输出由 Google 与 QCIF 和 EcoCommons 合作开发，表示物种相对出现可能性的估计值（即，与较低值相比，较高的值表示在给定的调查方法和给定的调查力度下，在某个位置检测到该物种的可能性更高）。…	These species distribution model outputs, developed by Google in collaboration with QCIF and EcoCommons, represent estimates of species’ relative occurrence likelihoods (i.e., higher values indicate a higher likelihood that the species would be detected at a location, for a given survey methodology and given survey …	image	ready	2017-01-01	2025-01-01	1000.0	1000.0		Google	AgileAntechinus, AustralianSwampRat, BlackFlyingFox, BrownAntechinus, Brush-TailedPhascogale, Brush-TailedRock-Wallaby, BushRat, CommonRingtailPossum, CommonWombat, EasternGreyKangaroo, GreaterGlider, HastingsRiverMouse, LeadbeatersPossum, Long-NosedBandicoot, Long-NosedPotoroo, LumholtzsTree-Kangaroo, MountainBrushtailPossum, NorthernBrownBandicoot, Platypus, Short-EaredPossum, SouthernBrownBandicoot, SquirrelGlider, SwampWallaby, WesternGreyKangaroo, Yellow-FootedAntechinus	ecosystems	alphaearth-derived, biodiversity, conservation, ecosystems, species	112.9, -43.7, 153.7, -10.4	CC-BY-4.0	https://developers.google.com/earth-engine/datasets/catalog/projects_nature-trace_assets_species_distribution_models_australia_mammals_v0
projects/neon-prod-earthengine/assets/CHM/001	NEON 冠层高度模型 (CHM)	NEON Canopy Height Model (CHM)	冠层顶部相对于裸露地面的高度（冠层高度模型；CHM）。CHM 派生自 NEON LiDAR 点云，通过在 LiDAR 调查的整个空间域内创建连续的冠层高度估算表面来生成。点云会分隔为…	Height of the top of canopy above bare earth (Canopy Height Model; CHM). The CHM is derived from the NEON LiDAR point cloud and is generated by creating a continuous surface of canopy height estimates across the entire spatial domain of the LiDAR survey. The …	image_collection	ready	2013-01-01	2026-05-14	1.0	1.0		NEON	CHM	forest-biomass	airborne, canopy, forest, forest-biomass, highres, lidar, neon, vegetation	-170.0, 16.0, -66.0, 73.0	CC0-1.0	https://developers.google.com/earth-engine/datasets/catalog/projects_neon-prod-earthengine_assets_CHM_001
projects/neon-prod-earthengine/assets/CNC/002	NEON 冠层氮含量 (CNC)	NEON Canopy Nitrogen Content (CNC)	模型化的冠层氮浓度，根据 NEON 植物叶面化学观测结果进行校准，并根据从 NEON 成像光谱仪 (NIS) 获得的 L1 表面方向反射率进行预测。波段包括：1) 冠层氮百分比；2) 冠层氮模型不确定性；3) 针叶与非针叶模型的分类结果；4) 基于以下因素的有效像素掩码…	Modelled canopy nitrogen concentration calibrated with NEON plant foliar chemistry observations and predicted with L1 surface directional reflectance, derived from the NEON Imaging Spectrometer (NIS). Bands include 1) canopy nitrogen percent, 2) canopy nitrogen model uncertainty, 3) classification result for needle vs. non-needle model and …	image_collection	ready	2013-01-01	2021-07-18	1.0	1.0		NEON	Nitrogen_Percent, Nitrogen_Uncertainty, Needle_Non-needle_Classification, Valid_Pixel_Classification	plant-productivity	airborne, canopy, forest, highres, hyperspectral, neon, nitrogen, plant-productivity, surface-reflectance, vegetation	-170.0, 16.0, -66.0, 73.0	CC0-1.0	https://developers.google.com/earth-engine/datasets/catalog/projects_neon-prod-earthengine_assets_CNC_002
projects/neon-prod-earthengine/assets/DEM/001	NEON 数字高程模型 (DEM)	NEON Digital Elevation Model (DEM)	从 NEON LiDAR 数据派生的地表数字模型 (DSM) 和地形数字模型 (DTM)。DSM：地表地图项（包含植被和人工结构的地形信息）。DTM：裸地海拔（去除植被和人工结构的地形信息）。图片以海拔米为单位，并拼接到…	Digital models of the surface (DSM) and terrain (DTM) derived from NEON LiDAR data. DSM: Surface features (topographic information with vegetation and man-made structures present). DTM: Bare earth elevation (topographic information with vegetation and man-made structures removed). Images are given in meters above mean sea …	image_collection	ready	2013-01-01	2026-05-14	1.0	1.0		NEON	DTM, DSM	elevation-topography	airborne, dem, elevation-topography, forest, highres, lidar, neon, vegetation	-170.0, 16.0, -66.0, 73.0	CC0-1.0	https://developers.google.com/earth-engine/datasets/catalog/projects_neon-prod-earthengine_assets_DEM_001
