"# export_metadata: {""exported_at"": ""2026-08-23T03:30:25Z"", ""skill"": ""iran-chem-database@2.13.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""scope"": ""BEST-EFFORT dated index of organic molecules offered by verified IRANIAN suppliers (public Telegram channels + public supplier web catalogs), crawled 2026-08-23 from a foreign datacenter. NOT a claim of national completeness; coverage per source is in coverage_report.json."", ""rows"": 334, ""organic_rows"": 210, ""unknown_organic_rows"": 124, ""unique_molecules"": 334, ""ai_assisted_identities"": 194, ""channel_verification"": {""merckmillipore"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""labshop"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""minatajhiz"": {""verified"": true, ""country"": ""IR"", ""score"": 65, ""families"": [""domain"", ""language"", ""location""], ""level"": ""offline""}, ""ChemIranSanat"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""Maran_Tejarat_Eshen"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""jahaneshimicom"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""Ch_Chemical_leaders"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""Boof_company"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""fanchem"": {""verified"": true, ""country"": ""IR"", ""score"": 85, ""families"": [""domain"", ""language"", ""phone""], ""level"": ""offline""}, ""IranChemicals"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""chemgroup"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""LabTel"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}}, ""notes"": ""identity_method: alias=curated dictionary, cas_only(+pubchem), structured_alias/structured_pubchem=skill shape extractor, ai_resolved+=cloud model (router.py) + PubChem check. organic_status=unknown rows are unresolved records, kept per skill mandate, never silently discarded.""}"
molecule,cas,pubchem_cid,inchi_key,formula,molecular_weight,canonical_smiles,common_name,iupac_name,organic_status,identity_method,kind,grade,brand,sku,purity_percent,pack_size,availability,price,n_suppliers,suppliers,n_source_records,source_urls,date_range,text_evidence
guanidine;thiocyanic acid,,65046,ZJYYHGLJYGJLLN-UHFFFAOYSA-N,C2H6N4S,,,Guanidine thiocyanate,,organic,structured_pubchem,substance,research,Sigma-Aldrich,G9277,,value=250.0 unit=g normalised_value=250.0 normalised_unit=g raw=250g,in_stock,,1,telegram:ChemIranSanat,1,,,"G9277 Sigma-Aldrich Guanidine thiocyanate for molecular biology, ≥99% 250g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📦 ارسال رایگان 📱 سفارش کالا 👇 📱 0938 648 9001 ☎️ 77 88 18 08 🆔 @ChemIranAdmin 🆔 @ChemIran1"
heptane,142-82-5,8900,IMNFDUFMRHMDMM-UHFFFAOYSA-N,C7H16,100.2,,heptane,heptane,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,"سلام نرمال هپتان لطفا"" قیمت اعلام کنید 09120337038"
hexadecyl(trimethoxy)silane,,85406,RSKGMYDENCAJEN-UHFFFAOYSA-N,C19H42O3Si,,,Cetyl trimethoxysilane,,organic,structured_pubchem,substance,research,Sigma-Aldrich,,,,in_stock,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/704,2020-04-23T06:44:02+00:00,"⚡️ Hexadecyltrimethoxysilane technical, ≥85% (GC) 52360 sigma واردات جدید این کالا مجدد به موجودی انبار اضافه گردید"
hexadecyl(trimethyl)azanium chloride,,8154,WOWHHFRSBJGXCM-UHFFFAOYSA-M,C19H42ClN,,,Hexadecyltrimethylammonium chloride,,organic,structured_pubchem,substance,research,Merck,814087,,,,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/643,2019-10-08T05:55:52+00:00,814087 merck Hexadecyltrimethylammonium chloride
hexane,110-54-3,8058,VLKZOEOYAKHREP-UHFFFAOYSA-N,C6H14,,,hexane,,organic,alias+pubchem,substance,research,Acros,,,value=100.0 unit=cc normalised_value=100.0 normalised_unit=ml raw=100cc,in_stock,,2,telegram:minatajhiz; telegram:ChemIranSanat,4,https://t.me/minatajhiz/664 | https://t.me/minatajhiz/763 | https://t.me/minatajhiz/1051,2018-11-14T06:30:41+00:00<->2019-11-26T07:11:40+00:00,✔️ ترکیباتی که همزمان حلقه بنزنی و گروه عاملی کربوکسیلیک اسید در ساختار خود دارند: 🔺 بنزوئیک اسید 🔺 سالیسیلیک اسید 🔺 آسپرین 🔺 آسپارتام 🔺 ایبوبروفن ✔️ ترکیباتی که گروه عاملی کربوکسیلیک اسید ندارند: 🔺 ویتامین ث (آسکوربیک اسید) 🔺 ویتامین A (رتینول) 🔺 بنزآلدهید 🔺 متیل سالیسیلات 🔺 منتول 🔺 بنزن 🔺 نفتالن 🔺
hexanedihydrazide,,66117,IBVAQQYNSHJXBV-UHFFFAOYSA-N,C6H14N4O2,,,Adipic Dihydrazide,,organic,structured_pubchem,substance,research,Merck,841689,,,,,1,telegram:minatajhiz,1,,,آدیپیک دی هیدرازید Adipic dihydrazide کد محصول مرک 841689 واردات جدید مرک
hexanoic acid,142-62-1,8892,FUZZWVXGSFPDMH-UHFFFAOYSA-N,C6H12O2,,,hexanoic acid,,organic,alias+pubchem,substance,research,Merck,800198,,value=2.5 unit=g normalised_value=2.5 normalised_unit=g raw=2.5g,in_stock,,2,telegram:minatajhiz; telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/1384,2018-04-15T06:16:41+00:00,نام فارسی: هگزانوئیک اسید نام ماده: Hexanoic acid کد محصول مرک: 800198 واردات جدید مرک
isopropanol,67-63-0,3776,KFZMGEQAYNKOFK-UHFFFAOYSA-N,C3H8O,,,isopropanol,,organic,alias+pubchem,substance,research,Merck,,,value=2.5 unit=l normalised_value=2500.0 normalised_unit=ml raw=2.5L,in_stock,,3,telegram:minatajhiz; telegram:ChemIranSanat; telegram:IranChemicals,4,https://t.me/ChemIranSanat/1808 | https://t.me/ChemIranSanat/1890 | https://t.me/ChemIranSanat/1902,2019-09-23T05:26:45+00:00<->2020-03-15T10:13:25+00:00,"HPLC,GC, Extra pure, Analysis لیست برخی از حلال های موجود آزمایشگاهی با برند مرک آلمان و سیگما آلدریچ ( دی کلرومتان دی کلرواتان متانول اتانول نرمال هگزان نرمال پنتان نرمال هپتان کلروفرم بوتانول ایزوپروپیل الکل اسیدکلریدریک اسید سولفوریک تتراهیدروفوران نرمال هگزادکان آب کروماتوگرافی اسید نیتریک65% اس"
magnesium stearate,557-04-0,11177,HQKMJHAJHXVSDF-UHFFFAOYSA-L,C36H70MgO4,,,magnesium stearate,,organic,alias,polymer,research,Zarrin,,,,,,2,telegram:Ch_Chemical_leaders; telegram:fanchem,6,https://t.me/fanchem/199 | https://t.me/fanchem/400 | https://t.me/fanchem/422,2020-04-21T05:38:49+00:00<->2025-08-25T06:18:53+00:00,#تبلیغات 🌐 معرفی شرکت فن‌آوران شیمی – پیشگام تولید افزودنی‌های پلیمری در ایران 🎯 پلی‌زون به‌عنوان نماینده فروش رسمی، تأمین‌کننده محصولات تخصصی این برند معتبر است. 🏭 فن‌آوران شیمی با بیش از ۲۰ سال تجربه و ۲ واحد تولیدی فعال، به تولید استئارات‌های فلزی با کیفیت بالا، مطابق با استانداردهای بین‌المللی م
malononitrile,109-77-3,8010,CUONGYYJJVDODC-UHFFFAOYSA-N,C3H2N2,,,malononitrile,,organic,alias+pubchem,substance,research,Merck,806189,,,,,1,telegram:minatajhiz,1,,,نام فارسی: مالونو نیتریل نام ماده: Malononitrile کد محصول مرک: 806189 واردات جدید مرک
methane,,297,VNWKTOKETHGBQD-UHFFFAOYSA-N,CH4,,,methane,,organic,structured_pubchem,substance,research,,,,,in_stock,,1,telegram:ChemIranSanat,1,,,Graphene oxide با قدرت پراکندگی در انواع حلال مناسب برای انواع کاربردهای شیمی، فیزیک، زیست و مهندسی 🔬 محصول تیم تحقیقاتی شیمیران صنعت 🔜 موجود و آماده تحویل ⚗ خرده فروشی نیز دارد حتی در حد یک واکنش ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1
methanol,67-56-1,887,OKKJLVBELUTLKV-UHFFFAOYSA-N,CH4O,,,methanol,,organic,alias+pubchem,substance,research,Merck,106007,,value=2.5 unit=l normalised_value=2500.0 normalised_unit=ml raw=2.5L,in_stock,,5,telegram:minatajhiz; telegram:ChemIranSanat; telegram:Ch_Chemical_leaders; telegram:IranChemicals; telegram:chemgroup,12,https://t.me/minatajhiz/506 | https://t.me/minatajhiz/708 | https://t.me/minatajhiz/714,2017-07-15T14:25:39+00:00<->2018-06-25T16:53:30+00:00,Methanol HPLC grade -Merck Cat Number:106007 🆔 : @minatajhiz_ari
methyl 2-[3-oxo-2-[(E)-pent-2-enyl]cyclopentyl]acetate,39924-52-2,5367719,GEWDNTWNSAZUDX-SNAWJCMRSA-N,C13H20O3,,,Methyl 2-(3-Oxo-2-((E)-Pent-2-Enyl)Cyclopentyl)Acetate,,organic,cas_only+pubchem,substance,research,Sigma-Aldrich,,,,,,1,telegram:minatajhiz,1,,,ماده شیمیایی متیل جاسمونات از محصولات کمپانی سیگما آلدریچ می باشد که از واردات جدید شرکت مینا تجهیز آریا می باشد. cas: 39924-52-2 با خلوص 95% @minatajhiz_aria
methyl 4-carbonochloridoylbenzoate,7377-26-6,81850,CVXXHXPNTZBZEL-UHFFFAOYSA-N,C9H7ClO3,198.6,,Methyl 4-(chlorocarbonyl)benzoate,methyl 4-carbonochloridoylbenzoate,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:ChemIranSanat,1,,,✅ TCI chemicals JAPAN T0283 Methyl 4-(Chloroformyl)benzoate Purity/Analysis Method >95.0%(GC) CAS Number 7377-26-6 ✔ پکیج 25 گرمی موجود و آماده تحویل 0938-648-9001 🆔 @ChemIranAdmin 🆔 @ChemIran1
methyl acetate,,6584,KXKVLQRXCPHEJC-UHFFFAOYSA-N,C3H6O2,74.08,,methyl acetate,methyl acetate,organic,structured_pubchem(over_alias),composite,industrial,,,,value=180.0 unit=kg normalised_value=180000.0 normalised_unit=g raw=180 KG,,0.0 USD,1,Chemical Iran,1,,,"Methyl Acetate. Dyes, Paints &amp; Coatings, Pharmaceuticals. Origin: Iran Packing: 180 KG steel drum Minimum Order Quantity : 1 full container / truck Payment term: 100% in advance – T/T Why Chemical Iran: 24×7 Support Top Quality Product Hassle-Free Purchase On-Time Delivery Methyl Acetate: A vers"
methyl methacrylate,80-62-6,6658,VVQNEPGJFQJSBK-UHFFFAOYSA-N,C5H8O2,,,methyl methacrylate,,organic,alias,composite,industrial,,,,value=180.0 unit=کیلو normalised_value=180000.0 normalised_unit=g raw=180 کیلو,in_stock,,2,telegram:Maran_Tejarat_Eshen; telegram:Boof_company,55,https://t.me/Maran_Tejarat_Eshen/177 | https://t.me/Maran_Tejarat_Eshen/326 | https://t.me/Maran_Tejarat_Eshen/332,2019-02-03T06:13:40+00:00<->2019-06-12T04:56:02+00:00,کاربردهای #متیل_متاکریلات #MMA : بیشترین مصرف #MMA تولید پلاستیک پلی متیل متاکریلات (PMMA) است. متیل متاکریلات برای تولید پلیمر متیل متاکریلات بوتادین استایرن (MBS) نیز استفاده می‌شود که به عنوان یک اصلاح کننده برای PVC استفاده می‌شود. MMA یک ماده خام برای تولید متاکریلات های دیگر است. این مشتقات عب
"N'-(2-aminoethyl)ethane-1,2-diamine",111-40-0,8111,RPNUMPOLZDHAAY-UHFFFAOYSA-N,C4H13N3,,,Diethylenetriamine,,organic,cas_only+pubchem,substance,research,Merck,803274,,,,,1,telegram:minatajhiz,1,,,"نام فارسی: دی اتیلن تری آمین نام ماده: Diethylenetriamine کد محصول مرک: 803274 اسم دوم: 2,2-Iminobis (ethylamine), Bis(2-aminoethyl)amine, 2,2-Diaminodiethylamine فرمول: C4H13N3 C A S NUMBER: 111-40-0"
"N,N,4-trimethylaniline",,7471,GYVGXEWAOAAJEU-UHFFFAOYSA-N,C9H13N,,,Dimethyl-p-toluidine,,organic,structured_pubchem,substance,research,Merck,822040,,,,,1,telegram:minatajhiz,1,,,"ان،ان -دی متیل -پی - تولوئیدین N,N-Dimethyl-p-toluidine کد محصول مرک: 822040 واردات جدید مرک"
"N,N,N',N'-tetramethylethane-1,2-diamine",,8037,KWYHDKDOAIKMQN-UHFFFAOYSA-N,C6H16N2,,,"N,N,N',N'-Tetramethylethylenediamine",,organic,structured_pubchem,substance,research,Sigma-Aldrich,T9281,,value=50.0 unit=ml normalised_value=50.0 normalised_unit=ml raw=50ML,in_stock,,1,telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/1680,2019-04-14T06:06:58+00:00,"Sigma, Cat. Number: T9281 N,N,N′,N′-Tetramethylethylenediamine موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1"
"N,N-diethylaniline",,7061,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,C10H15N,,,"N,N-diethylaniline",,organic,structured_pubchem,substance,research,Merck,820395,,,,,1,telegram:minatajhiz,1,,,"ان ان دی اتیل آنیلین N,N-Diethylaniline کد محصول مرک: 820395 واردات جدید مرک"
"N,N-dimethylaniline",121-69-7,949,JLTDJTHDQAWBAV-UHFFFAOYSA-N,C8H11N,121.18,,"N,N-dimethylaniline","N,N-dimethylaniline",organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,یکی از پرکاربردترین شتاب‌دهنده‌ها در صنعت رنگ و رزین، دی متیل آنیلین (DMA) از برند معتبر akpa است. این مایع شفاف و زرد کم‌رنگ با بویی خاص، گزینه‌ای ایده‌آل برای کنترل دقیق فرآیند پلیمریزاسیون محسوب می‌شود. ____________________________________ موارد استفاده DMA • تولید رزین‌های وینیل استر و پلی استر
"N,N-dimethylmethanamine",,1146,GETQZCLCWQTVFV-UHFFFAOYSA-N,C3H9N,,,Trimethylamine,,organic,structured_pubchem,substance,research,Merck,821177,,,,,1,telegram:minatajhiz,1,,,نام فارسی: تری متیل آمین نام ماده: Trimethylamine کد محصول مرک: 821177 واردات جدید مرک
N-(cyanomethyl)-4-(trifluoromethyl)pyridine-3-carboxamide,158062-67-0,9834513,RLQJEEJISHYWON-UHFFFAOYSA-N,C9H6F3N3O,229.16,,Flonicamid,N-(cyanomethyl)-4-(trifluoromethyl)pyridine-3-carboxamide,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,*سلام و درود خدمت همکاران*⚘ 🌾 اجناس *فروشگاه همیار کشاورز زاینده رود* به قیمت عالی موجود می باشد 🌾 🦗 حشره کش ضربه ۳ سمیران حجم ۲۵۰ سی سی 🦗 حشره کش فلونیکامید (تپکی) سرای سپند حجم ۵۰ گرم 🦗 حشره کش فن پروپاترین (دانیتول) گل سم حجم ۱ لیتر 🦗 حشره کش فن والریت شیمی گستران حجم ۱ لیتر 🦗 حشره کش فیتوکلیم فی
N-[2-(octadecanoylamino)ethyl]octadecanamide,,8044,RKISUIUJZGSLEV-UHFFFAOYSA-N,C38H76N2O2,,,Ethylenebis(stearamide),,organic,structured_pubchem,composite,unknown,,,,,,,1,telegram:chemgroup,1,,,💢 آنتی‌فوم یا ضدکف آنتیفوم، یک افزدونی شیمیایی است که باعث کاهش و مانع شکل گیری کفی است که در طی یک فرایند شیمیایی مایعات ایجاد شده است. در فرایندهای شیمیایی، کف‌ها، باعث ایجاد مشکلات جدی بسیاری می‌شوند. باعث ایجاد مشکلاتی روی سطح پوشاننده می‌شوند و مانع از این می‌شوند که از تمامی گنجایش ظرف حامل ما
N-butylbutan-1-amine,,8148,JQVDAXLFBXTEQA-UHFFFAOYSA-N,C8H19N,,,Dibutylamine,,organic,structured_pubchem,substance,research,Sigma-Aldrich,803222,,,,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/1007,2023-04-10T08:05:40+00:00,Dibutylamine 803222 sigma aldrich واردات جدید
N-propan-2-ylprop-2-enamide,,16637,QNILTEGFHQSKFF-UHFFFAOYSA-N,C6H11NO,,,N-Isopropylacrylamide,,organic,structured_pubchem,substance,research,Sigma-Aldrich,415324,,value=10.0 unit=g normalised_value=10.0 normalised_unit=g raw=10G,in_stock,,1,telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/754,2017-09-20T12:00:52+00:00,415324 Aldrich N-Isopropylacrylamide 97% 10G لات نامبر مخدوش است. موجود و آماده تحویل (تولید کارخانه میلواکی سیگما_آلدریچ) 09386489001 Admin: 🆔 @ChemIranAdmin 🆔 @ChemIran1
"naphthalene-1,4-dicarboxylic acid",,69065,ABMFBCRYHDZLRD-UHFFFAOYSA-N,C12H8O4,,,"1,4-Naphthalenedicarboxylic acid",,organic,structured_pubchem,substance,research,Fluorochem,210972,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25g,in_stock,,1,telegram:ChemIranSanat,1,,,"210972 Fluorochem Naphthalene-1,4-dicarboxylic acid 25g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
"naphthalene-2,6-dicarboxylic acid",,14357,RXOHFPCZGPKIRD-UHFFFAOYSA-N,C12H8O4,,,"2,6-Naphthalenedicarboxylic acid",,organic,structured_pubchem,substance,research,Sigma-Aldrich,523763,,value=5.0 unit=g normalised_value=5.0 normalised_unit=g raw=5g,in_stock,,1,telegram:ChemIranSanat,1,,,"523763 Aldrich 2,6-Naphthalenedicarboxylic acid, 99% 5g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 0938-648-9001 Admin 🆔 @ChemIranAdmin 🆔 @ChemIran1"
octadec-1-ene,112-88-9,8217,CCCMONHAUSKTEQ-UHFFFAOYSA-N,C18H36,,,1-Octadecene,,organic,cas_only+pubchem,substance,research,Merck,822112,,value=252.48 unit=g normalised_value=252.48 normalised_unit=g raw=252.48 g,,,1,telegram:minatajhiz,1,,,نام فارسی: 1 اکتا دسن نام ماده: 1-Octadecene مختصر: 1-Octadecene کد محصول مرک: 822112 اسم دوم: 1-Octadecylene فرمول: C18H36 C A S NUMBER: 112-88-9 مولار: 252.48 g/mol قابلیت محلول شدن: (20 °C) practically insoluble نقطه جوش: 315 °C (1013 hPa) درجه ذوب: 17 - 18 °C انبوهی: 0.79 g/cm3 (20 °C) واردات جد
octanoic acid,,379,WWZKQHOCKIZLMA-UHFFFAOYSA-N,C8H16O2,,,octanoic acid,,organic,structured_pubchem,substance,research,Merck,800192,,,,,1,telegram:minatajhiz,1,,,اکتانوئیک اسید Octanoic acid کد محصول مرک: 800192 واردات جدید مرک
oxalyl chloride,79-37-8,65578,CTSLXHKWHWQRSH-UHFFFAOYSA-N,C2Cl2O2,,,oxalyl chloride,,organic,alias+pubchem,substance,research,Acros,,,,,,1,telegram:ChemIranSanat,1,,,"Oxalyl chloride, 98% Acros Store between 2°C and 8°C واردات مواد با شرایط نگهداری خاص @ChemIranAdmin 🆔 @ChemIran1"
"oxathiane 2,2-dioxide",,15411,MHYFEEDKONKGEB-UHFFFAOYSA-N,C4H8O3S,,,"1,4-Butane sultone",,organic,structured_pubchem,substance,research,Sigma-Aldrich,B85501,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100G,in_stock,,1,telegram:ChemIranSanat,1,,,"B85501 Sigma-Aldrich 1,4-Butane sultone 100G 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 دریافت قیمت یا سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
oxiran-2-ylmethanol,556-52-5,11164,CTKINSOISVBQLD-UHFFFAOYSA-N,C3H6O2,74.08,,Glycidol,oxiran-2-ylmethanol,organic,ai_resolved+cas_only+pubchem,substance,research,,,,,,,1,telegram:minatajhiz,1,,,3-Mercaptopropionic acid for synthesis 805967 #merck
oxiran-2-ylmethyl 2-methylprop-2-enoate,,7837,VOZRXNHHFUQHIL-UHFFFAOYSA-N,C7H10O3,,,Glycidyl methacrylate,,organic,structured_pubchem,substance,research,Acros,,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,1,telegram:ChemIranSanat,1,,,16589 Acros Glycidyl methacrylate 100g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
pentane,109-66-0,8003,OFBQJSOFQDEBGM-UHFFFAOYSA-N,C5H12,72.15,,pentane,pentane,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:minatajhiz,1,,,Dibutylamine 803222 1lit
pentanedial,111-30-8,3485,SXRSQZLOMIGNAQ-UHFFFAOYSA-N,C5H8O2,100.12,,Glutaraldehyde,pentanedial,organic,ai_resolved+cas_only+pubchem,substance,research,,,,,,,1,telegram:minatajhiz,1,,,فروش محلول گلوتار دی آلدهید 25% از کمپانی مرک کد محصول: 104239 پکیج: 250ml برای کسب اطلاعات بیشتر با ما در ارتباط باشید @minatajhiz_aria Tell:66900058
phenol,108-95-2,996,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,C6H6O,,,phenol,,organic,alias+pubchem,substance,research,Merck,820258,,value=225.0 unit=کیلو normalised_value=225000.0 normalised_unit=g raw=225 کیلو,,,4,telegram:minatajhiz; telegram:ChemIranSanat; telegram:Boof_company; telegram:IranChemicals,8,https://t.me/minatajhiz/1038 | https://t.me/ChemIranSanat/689 | https://t.me/Boof_company/52,2017-09-10T08:17:08+00:00<->2023-06-14T06:09:49+00:00,5-ایزو پروپیل -2- متیل فنول 5-Isopropyl-2-methylphenol کد محصول مرک: 820258 که بنام کارواکرول نیز شناخته میشود
prop-2-enamide,,6579,HRPVXLWXLXDGHG-UHFFFAOYSA-N,C3H5NO,,,Acrylamide,,organic,structured_pubchem,substance,research,Sigma-Aldrich,800830,,value=500.0 unit=g normalised_value=500.0 normalised_unit=g raw=500 g,in_stock,,1,telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/2017,2021-04-25T09:26:31+00:00,800830 | Acrylamide Acrylamide for synthesis 500 g #MERCKMILLIPORE موجود و آماده تحویل خرده فروشی نیز دارد. @ChemIranAdmin 🆔 @ChemIran1
prop-2-enenitrile,107-13-1,7855,NLHHRLWOUZZQLW-UHFFFAOYSA-N,C3H3N,53.06,,Acrylonitrile,prop-2-enenitrile,organic,ai_resolved+cas_only+pubchem,substance,research,,,,,,,1,telegram:ChemIranSanat,1,,,110213 Aldrich Acrylonitrile >99% 5ML قیمت: 333.000 تومان 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
propargyl bromide,106-96-7,7842,YORCIIVHUBAYBQ-UHFFFAOYSA-N,C3H3Br,,,propargyl bromide,,organic,alias+pubchem,substance,research,,,,,,,1,telegram:minatajhiz,1,,,✅ پروپارژیل بروماید بار جدید برند ترموفیشر
pyridine,110-86-1,1049,JUJWROOIHBZHMG-UHFFFAOYSA-N,C5H5N,,,pyridine,,organic,alias+pubchem,substance,research,Merck,,,value=100.0 unit=g normalised_value=100.0 normalised_unit=g raw=100g,in_stock,,2,telegram:minatajhiz; telegram:ChemIranSanat,15,https://t.me/minatajhiz/998 | https://t.me/ChemIranSanat/69 | https://t.me/ChemIranSanat/630,2017-05-25T09:47:12+00:00<->2017-08-29T09:07:51+00:00,فروش مواد شیمیایی از برند های معتبر جهانی ۲-آمینو پیریدین 2-aminopyridine پل ارتباطی ما: Email:minatajhiz_aria@yahoo.com Tell:66900058 Telegram: @minatajhiz_aria
pyridine-4-carbonyl chloride;hydrochloride,,12262826,BNTRVUUJBGBGLZ-UHFFFAOYSA-N,C6H5Cl2NO,,,Isonicotinoyl chloride hydrochloride,,organic,structured_pubchem,substance,research,Fluorochem,,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25g,in_stock,,1,telegram:ChemIranSanat,2,https://t.me/ChemIranSanat/1554 | https://t.me/ChemIranSanat/1775,2018-10-03T13:11:45+00:00<->2019-08-17T10:28:06+00:00,Isonicotinoyl chloride hydrochloride واردات از شرکت آلفاایسر 🆔 @ChemIran1
pyridine-4-carboxamide,,15074,VFQXVTODMYMSMJ-UHFFFAOYSA-N,C6H6N2O,,,Isonicotinamide,,organic,structured_pubchem,substance,research,Sigma-Aldrich,I17451,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25G,in_stock,,1,telegram:ChemIranSanat,1,,,I17451 Sigma-Aldrich Isonicotinamide 25G 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 دریافت قیمت یا سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
"pyrrolidine-2,5-dione",,11439,KZNICNPSHKQLFF-UHFFFAOYSA-N,C4H5NO2,,,Succinimide,,organic,structured_pubchem,substance,research,Merck,807971,,,in_stock,,1,telegram:minatajhiz,1,,,سوکسینیمید Succinimide کد محصول مرک: 807971 واردات جدید مرک موجود است
sodium bicarbonate,144-55-8,516892,UIIMBOGNXHQVGW-UHFFFAOYSA-M,CHNaO3,84.007,,sodium bicarbonate,sodium hydrogen carbonate,organic,alias+pubchem,substance,research,Sigma-Aldrich,S5761,99.48,value=500.0 unit=g normalised_value=500.0 normalised_unit=g raw=500g,in_stock,,3,telegram:ChemIranSanat; telegram:chemgroup; Chemical Iran,5,https://t.me/chemgroup/2838 | https://www.chemicaliran.com/products/sodium-bicarbonate-feed-grade/ | https://www.chemicaliran.com/products/sodium-bicarbonate-food-grade/,2017-02-07T16:31:59+00:00,S5761-500g Sigma Sodium bicarbonate 500G قیمت: 555.000 تومان 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
sodium dodecyl sulfate,151-21-3,3423265,DBMJMQXJHONAFJ-UHFFFAOYSA-M,C12H25NaO4S,,,Sodium Lauryl Sulfate,,organic,alias+pubchem,substance,research,,,,,,,1,telegram:IranChemicals,4,https://t.me/IranChemicals/30984 | https://t.me/IranChemicals/31051 | https://t.me/IranChemicals/31113,2026-02-27T20:40:10+00:00<->2026-06-06T07:38:42+00:00,🔴 #فناوری #انرژی 🟩 نگاهی علمی به انواع روش های غنی سازی 🔴 سانتریفیوژها و درصد‌های غنی‌سازی اورانیوم به زبان ساده 🔸 از یحیی طباطبایی فیزیکدان 🔸 ۹ اردیبهشت ۱۴۰۴ 👇 https://youtu.be/oSdsOh4E6R8?si=4pTWyvwMd9FR4c60
sodium methanolate,,10942334,WQDUMFSSJAZKTM-UHFFFAOYSA-N,CH3NaO,,,Sodium Methoxide,,organic,structured_pubchem,substance,research,Merck,818194,,,,,1,telegram:minatajhiz,1,,,سدیم متیلات Sodium methylate کد محصول مرک: 818194 واردات جدید مرک
