"# export_metadata: {""exported_at"": ""2026-08-25T18:52:50Z"", ""skill"": ""iran-chem-database@2.19.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""rows"": 1041, ""previous_primary_rows"": 957, ""added_unique_cids_vs_v218_workspace_export"": 84, ""confirmed_organic"": 1041, ""unique_cids"": 1041, ""unique_inchikeys"": 1035, ""rows_with_cas"": 569, ""rows_with_canonical_smiles"": 1035, ""rows_with_evidence_url"": 977, ""composition"": {""verified_telegram_listing"": 358, ""verified_catalogue"": 480, ""verified_catalogue | verified_telegram_listing"": 2, ""verified_web_catalogue"": 200, ""(none)"": 1}, ""pipeline"": ""Merged previous skill seed (market-verified + expanded + parallel-AI + legacy) with 2026-08-25 live Iranian catalogue harvest (Telegram + WooCommerce + TamadKala sitemaps). CID-deduped. PubChem-confirmed. Organic gate. router.py --batch title normalization only — never invents."", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in configured public Iranian supplier catalogues. NOT a national census. Listing presence is not proof of current stock."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""iran_organic_molecules_parallel_ai_2026-08-24.csv as CURRENT/PRIMARY; older seed files retained for audit""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
Demecolcine,Colcemid,"Demecolcine; Colcemid; (7S)-1,2,3,10-tetramethoxy-7-(methylamino)-6,7-dihydro-5H-benzo[a]heptalen-9-one",,220401,NNJPGOLRFBJNIW-HNNXBMFYSA-N,C21H25NO5,371.4,CN[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,confirmed_organic,pharmaceutical_or_api,,merckmillipore; telegram:labshop,telegram,listing_evidence_crawled_2026-08-23,https://t.me/merckmillipore/305,تعداد محدودی colsemid گیبکو موجود میباشد 09121161187,ai_resolved+pubchem,verified_telegram_listing,2026-08-23,4ad99dfb5c8e3ed1b0b629ad969922455a99e0e91316ffd7dabc73ca46cf4dc5
4-aminopentanoic acid,4-Aminobutyric Acid,4-aminopentanoic acid; 4-Aminobutyric Acid,,223130,ABSTXSZPGHDTAF-UHFFFAOYSA-N,C5H11NO2,117.15,CC(CCC(=O)O)N,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/152,4-aminopentanoic acid,existing skill export,verified_catalogue,2026-08-23,356777ec2e92691856a87ee111df13253557d50846f671dc3d39d962c4e50858
5-(hydroxymethyl)furan-2-carbaldehyde,5-(Hydroxymethyl)furfural,,67-47-0,237332,NOEGNKMFWQHSLB-UHFFFAOYSA-N,C6H6O3,126.11,C1=C(OC(=C1)C=O)CO,confirmed_organic,secondary_metabolite_or_natural_product,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/502,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2019-01-16,36a31ccf9e09f2fd3fc0108db23b14995da9ba99335ba7596b1d415dbc43bf4c
1-(bromomethyl)-2-phenylbenzene,1-(Bromomethyl)-2-phenylbenzene,1-(bromomethyl)-2-phenylbenzene; 1-(Bromomethyl)-2-phenylbenzene,,263365,SEXZHJJUKFXNDY-UHFFFAOYSA-N,C13H11Br,247.13,C1=CC=C(C=C1)C2=CC=CC=C2CBr,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/65,1-(bromomethyl)-2-phenylbenzene,existing skill export,verified_catalogue,2026-08-23,4aa171c756561de064e24da7df54467986134f04a400ce89d24650c8c2fbe213
"(3S)-6,7-dimethoxy-3-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one",Noscapine Base,"(3S)-6,7-dimethoxy-3-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one; Noscapine Base",,275196,AKNNEGZIBPJZJG-MSOLQXFVSA-N,C22H23NO7,413.4,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,confirmed_organic,,,Temad,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://www.temad.com/product/triamcinolone-acetonide-2/,Noscapine Base,structured_pubchem,verified_web_catalogue,2026-08-25,8b92830c0fcac934b3e83f6e72ec0503a78a2e66911780517eda250c8b926ae6
"4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-fluoropyrimidin-2-one","4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-fluoropyrimidin-2-one","4-amino-1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-fluoropyrimidin-2-one",9007-81-2,352938,STRZQWQNZQMHQR-UHFFFAOYSA-N,C9H12FN3O5,261.21,C1=C(C(=NC(=O)N1C2C(C(C(O2)CO)O)O)N)F,confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/499,Freund's complete adjuvant | ادجوانت کامل فروند ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما و مرک 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول:  ‎ https://atrmed.com/product/freunds-complete-adjuvant/,router_batch+pubchem,verified_telegram_listing,2026-08-25,63932058f675614cabb4760db6357a03fd093fbdd3086686a07d050a8a11a068
Maltose,Maltose,,,439186,GUBGYTABKSRVRQ-PICCSMPSSA-N,C12H22O11,342.30,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,confirmed_organic,organic_reagent,,jahaneshimicom,telegram,listing_evidence_crawled_2026-08-23,https://t.me/jahaneshimicom/80,سلام گلوتن گندم هیدرولیز شده و آب پنیر دلاکتوز شده و پروتئین سویا و مالتوز از هرکدام ١٠٠ کیلو میخواستم 09134469010,ai_resolved+pubchem,verified_telegram_listing,2026-08-23,f19e0481e421c56bdcec1220ddbb7805c07c7206d84c0e27826b982cff82e2bc
"(2R,3R)-1,4-bis(sulfanyl)butane-2,3-diol","(2R,3R)-1,4-bis(sulfanyl)butane-2,3-diol",,3483-12-3,439196,VHJLVAABSRFDPM-IMJSIDKUSA-N,C4H10O2S2,154.3,C(C(C(CS)O)O)S,confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/531,DL-تیوتریتول | DL-دی تیو تریتول گرید بیولوژی مولکولی ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما و مرک 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/dl-dt-erythritol-2/ #اثل_طب #مواد_ازمایشگاهی #مواد_شیمیایی #بیولوژی #بیولوژی_مولکولی,router_batch+pubchem,verified_telegram_listing,2026-08-25,e93cd3c1a842c8c8b3e7290203c1186be3a6a80e1a3bdcff0fe8cc7b9049c827
Norepinephrine,Norepinephrine,,,439260,SFLSHLFXELFNJZ-QMMMGPOBSA-N,C8H11NO3,169.18,C1=CC(=C(C=C1[C@H](CN)O)O)O,confirmed_organic,pharmaceutical_or_api,,Exir Pharmaceutical Co.,web_catalogue,listing_evidence_crawled_2026-08-23,https://exir.co.ir/product/norepinephrine-4-2/,امپول نوراپی نفرین 10 میلی لیتری,ai_resolved+pubchem,verified_web_catalogue,2026-08-23,b841c15b3fcc5bd1bc39f122c911e4b57bd6ebba9d98b95438524c7be91a994e
"(2S)-1-[(4R,7S,10S,13S,16S,19R)-19-amino-7-(2-amino-2-oxoethyl)-10-(3-amino-3-oxopropyl)-13-[(2S)-butan-2-yl]-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]-N-[(2S)-1-[(2-amino-2-oxoethyl)amino]-4-methyl-1-oxopentan-2-yl]pyrrolidine-2-carboxamide",Oxytocin,,50-56-6,439302,XNOPRXBHLZRZKH-DSZYJQQASA-N,C43H66N12O12S2,1007.2,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,confirmed_organic,pharmaceutical_or_api,,telegram:chemgroup,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/chemgroup/1818,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2016-08-02,e901046ef23f781ab6bf48c07f941dff177388acf5503f422cec2bc5c400965a
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",9005-84-9,439341,GUBGYTABKSRVRQ-ASMJPISFSA-N,C12H22O11,342.3,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,confirmed_organic,,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/starch-soluble-ex-potato-en/,Starch soluble (EX potato),cas_pubchem,verified_web_catalogue,2026-08-25,d8af80ea925c0aa0c22e94801d1d805626557a020a2ae667085bcf996e80e3bc
Dithioerythritol,"1,4-Dithioerythritol",,,439352,VHJLVAABSRFDPM-ZXZARUISSA-N,C4H10O2S2,154.3,C([C@H]([C@H](CS)O)O)S,confirmed_organic,organic_reagent,,minatajhiz,telegram,listing_evidence_crawled_2026-08-23,https://t.me/minatajhiz/690,"1,4-Dithioerythritol for biochemistry 124511 #merck",ai_resolved+pubchem,verified_telegram_listing,2026-08-23,cc5d484a5e3452a060c1cdbe6632b82ecf5ec83706155b73a763159834ca5638
(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene,(+)-Limonene,(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene; (+)-Limonene; (R)-(+)-Limonene,5989-27-5,440917,XMGQYMWWDOXHJM-JTQLQIEISA-N,C10H16,136.23,CC1=CC[C@@H](CC1)C(=C)C,confirmed_organic,fragrance_or_aroma,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/1043,لیمونن (R)-(+)-Limonene کد محصول مرک: 818407 واردات جدید مرک,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2023-06-24,01d78c0c5926489585bd27f75926f7d06333e6c75d299ed3a4e5dc1bff5457fe
"(4R,5S,6S)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",Meropenem,"(4R,5S,6S)-3-[(3S,5S)-5-(dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid; Meropenem",,441130,DMJNNHOOLUXYBV-PQTSNVLCSA-N,C17H25N3O5S,383.5,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,confirmed_organic,pharmaceutical_or_api,research,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,Meropenem,supplier_table,verified_catalogue,2026-08-23,07e8c5b657512dc11da459af3d88bbee6a9c184de40d104e1cda321b2ac83d9c
"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol;sulfuric acid","(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol;sulfuric acid",,25389-94-0,441374,OOYGSFOGFJDDHP-KMCOLRRFSA-N,C18H38N4O15S,582.6,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N.OS(=O)(=O)O,confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/580,Kanamycin sulfate | کانامایسین سولفات ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/kanamycin-monosulfate/?v=e067b3c6b979 #آثل_طب #مواد_ازمایشگاهی #مواد_شیمیایی #بیولوژی #بیولوژی_مولکولی #آنتی_بیوتیک #آنزیم #کانامایسین_سولفات,router_batch+pubchem,verified_telegram_listing,2026-08-25,4774fddff7c4ce3c307e09a1f535444c05b714fc2418f383311dd948a10cd9e1
"(2S,3R,4S,5R,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",Pectin,"(2S,3R,4S,5R,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid; Pectin",9000-69-5,441476,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,C6H10O7,194.14,[C@@H]1([C@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)O)O)O,confirmed_organic,organic_reagent,industrial,Telegram: jahaneshimicom,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,,"(2S,3R,4S,5R,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",existing skill export,verified_catalogue,2026-08-23,6e1dbd24e39b87d684937507c766ad1fc3cfabd35e20c1e88ef321ae6a771abb
"(6aS,11bR)-7,11b-dihydro-6H-indeno[2,1-c]chromene-3,4,6a,9,10-pentol",Hematoxylin,"(6aS,11bR)-7,11b-dihydro-6H-indeno[2,1-c]chromene-3,4,6a,9,10-pentol; Hematoxylin",517-28-2,442514,WZUVPPKBWHMQCE-XJKSGUPXSA-N,C16H14O6,302.28,C1C2=CC(=C(C=C2[C@H]3[C@@]1(COC4=C3C=CC(=C4O)O)O)O)O,confirmed_organic,colorant_or_indicator,,TamadKala; Mojallali Group; telegram:ATRmedShop,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/173613/%D9%87%D9%85%D8%A7%D8%AA%D9%88%DA%A9%D8%B3%DB%8C%D9%84%DB%8C%D9%86-indicator-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,هماتوکسیلین indicator دکتر مجللی,router_title_normalization,verified_catalogue,2026-08-23,a3720739a20765992f89a1ecb258443a93413ebad680447e5dba61e960044143
"(2S)-2-amino-N-[(2S,3S,4R,5R)-5-[6-(dimethylamino)purin-9-yl]-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]-3-(4-methoxyphenyl)propanamide;dihydrochloride","(2S)-2-amino-N-[(2S,3S,4R,5R)-5-[6-(dimethylamino)purin-9-yl]-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]-3-(4-methoxyphenyl)propanamide;dihydrochloride",,58-58-2,443311,MKSVFGKWZLUTTO-FZFAUISWSA-N,C22H31Cl2N7O5,544.4,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O.Cl.Cl,confirmed_organic,,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/699,Puromycin dihydrochloride | خرید پورومایسین دی هیدروکلرید | قیمت پورومایسین دی هیدروکلرید ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/puromycin-dihydrochloride-from-streptomyces-alboniger/?v=e067b3c6b979 #آثل_طب #مواد_ازمایشگاهی #مواد_شیمیایی #بیولوژی #بیولوژی_مولکولی #آنتی_بیوتیک #آنزیم #سیگماآلدریچ #مرک #رنگ_رایت #پورومایسین_دی_هیدروکلرید,router_batch+pubchem,verified_telegram_listing,2026-08-25,69fdaeb62674328fc032e55fbb9cae90e6a60c9ef97df4fff6b25d7dcec36319
"methyl (1R,2S,9R,10R,11S,14R,15S,17R)-2,15-dimethyl-5,5'-dioxospiro[18-oxapentacyclo[8.8.0.01,17.02,7.011,15]octadec-6-ene-14,2'-oxolane]-9-carboxylate",Eplerenone,"methyl (1R,2S,9R,10R,11S,14R,15S,17R)-2,15-dimethyl-5,5'-dioxospiro[18-oxapentacyclo[8.8.0.01,17.02,7.011,15]octadec-6-ene-14,2'-oxolane]-9-carboxylate; Eplerenone",,443872,JUKPWJGBANNWMW-VWBFHTRKSA-N,C24H30O6,414.5,C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC,confirmed_organic,pharmaceutical_or_api,research,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,Eplerenone,supplier_table,verified_catalogue,2026-08-23,ee6538b73eba17746d254eedc2b7e748551349cd3d3347562b74dd4a65fa7ab8
"4-O-[(2S,3R,4S,6R)-4-(dimethylamino)-2-[[(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-2,10-dioxo-oxacyclotetradec-6-yl]oxy]-6-methyloxan-3-yl] 1-O-ethyl butanedioate",Erythromycin Ethylsuccinate,"4-O-[(2S,3R,4S,6R)-4-(dimethylamino)-2-[[(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-2,10-dioxo-oxacyclotetradec-6-yl]oxy]-6-methyloxan-3-yl] 1-O-ethyl butanedioate; Erythromycin Ethylsuccinate",,443953,NSYZCCDSJNWWJL-YXOIYICCSA-N,C43H75NO16,862.1,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,confirmed_organic,,,Temad,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://www.temad.com/product/paracetamol-acetaminophen/,Erythromycin Ethylsuccinate,structured_pubchem,verified_web_catalogue,2026-08-25,34916103a1647f7afd840c843bc6d9c5ec3045c9a6738745a970e7f1ef896a75
(Z)-but-2-enedioic acid,Maleic Acid,(Z)-but-2-enedioic acid; Maleic Acid,110-16-7,444266,VZCYOOQTPOCHFL-UPHRSURJSA-N,C4H4O4,116.07,C(=C\C(=O)O)\C(=O)O,confirmed_organic,organic_reagent,research,Fardad Shimi; TamadKala; telegram:ATRmedShop,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6857954/,مالئیک اسید امرتات شیمی گرید for synthesis rd | مالئیک اسید مرک MERCK,router_title_normalization,verified_catalogue,2026-08-23,e6a85b970ac34935f2a17c5c744d2bca495f5815fd4565eab7a15ce28adeb12e
"2-amino-2-(hydroxymethyl)propane-1,3-diol",Tris base,"2-amino-2-(hydroxymethyl)propane-1,3-diol; Tris base; (2R,3R)-2,3-dihydroxybutanedioic acid",77-86-1,444305,LENZDBCJOHFCAS-UHFFFAOYSA-N,C4H11NO3,121.14,C(C(C(=O)O)O)(C(=O)O)O,confirmed_organic,organic_reagent,,Fardad Shimi; TamadKala; Telegram: ChemIranSanat; Mojallali Group,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/l-tartaric-acid-laboratory-en/,L-(+)-Tartaric acid,existing skill export | router_title_normalization,verified_web_catalogue,2026-08-25,875aad925210224cc5dbea7dd21096fca63df898a21b1371b50cbc1e65ef393a
"(2E,4E,6R)-7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide",tsa,"(2E,4E,6R)-7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide; tsa",,444732,RTKIYFITIVXBLE-QEQCGCAPSA-N,C17H22N2O3,302.37,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/16092/محیط-کشت-تریپتیک-سوی-آگار-tsa-کیولب,محیط کشت تریپتیک سوی آگار tsa کیولب,structured_pubchem,verified_web_catalogue,2026-08-25,3207bfd5e83289e7cd91f5f59c6ca8a2eebd9fe06eb7fd87b76854f2cfc96878
(E)-but-2-enedioic acid,Fumaric acid,(E)-but-2-enedioic acid; Fumaric acid,,444972,VZCYOOQTPOCHFL-OWOJBTEDSA-N,C4H4O4,116.07,C(=C/C(=O)O)\C(=O)O,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/176075/%D8%A7%D8%B3%DB%8C%D8%AF-%D9%81%D9%88%D9%85%D8%A7%D8%B1%DB%8C%DA%A9-%D8%B5%D9%86%D8%B9%D8%AA%DB%8C,اسید فوماریک صنعتی,router_title_normalization,verified_catalogue,2026-08-23,0fb4f19a7820dc8f7281d4200d658b3ef6bf2bbefe6849cc99578a3369bdeb09
2-[hydroxy-(4-nitrophenoxy)phosphoryl]oxyethyl-trimethylazanium,npcc,2-[hydroxy-(4-nitrophenoxy)phosphoryl]oxyethyl-trimethylazanium; npcc,,445100,NAIXASFEPQPICN-UHFFFAOYSA-O,C11H18N2O6P+,305.24,C[N+](C)(C)CCOP(=O)(O)OC1=CC=C(C=C1)[N+](=O)[O-],confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/58595/npcc,npcc,structured_pubchem,verified_web_catalogue,2026-08-25,00e3551b1af6ed46bf2a05c0352bf53f63ee4fc35185ad8be5047ff150f78153
"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol",Resveratrol,,501-36-0,445154,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,C14H12O3,228.24,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,confirmed_organic,secondary_metabolite_or_natural_product,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/470,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2018-11-11,6a9b311ffadd7e8db5871d12429251f7a4dcc1fcfde8a49d4f8f8f35904de51c
"6-[[(4R,5R)-4-(hydroxymethyl)-5-methyl-2,6-dioxo-1,3-diazinan-5-yl]methyl]-5-methyl-1H-pyrimidine-2,4-dione",rca,"6-[[(4R,5R)-4-(hydroxymethyl)-5-methyl-2,6-dioxo-1,3-diazinan-5-yl]methyl]-5-methyl-1H-pyrimidine-2,4-dione; rca; RCA",,445213,KBBKHMIEEMSXSM-JVXZTZIISA-N,C12H16N4O5,296.28,CC1=C(NC(=O)NC1=O)CC2(C(NC(=O)NC2=O)CO)C,confirmed_organic,,,TamadKala; ShimiMan,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/166443/محیط-کشت-رینفورس-کلاستریدیالrca-آگار-کد-105,محیط کشت رینفورس کلاستریدیالrca آگار کد 105,structured_pubchem,verified_web_catalogue,2026-08-25,f74663513eaf5e94ed7f37031cec34b2b474df353892339b00bfabdb99842d42
"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl N-[(2S,3R)-2-amino-3-hydroxybutanoyl]sulfamate",tsb,"[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl N-[(2S,3R)-2-amino-3-hydroxybutanoyl]sulfamate; tsb",,445439,UPVAPSGKXAAHBG-CKTDUXNWSA-N,C14H21N7O8S,447.43,CC(C(C(=O)NS(=O)(=O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)N)O,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/16093/محیط-کشت-تریپتیک-سوی-براث-tsb,محیط کشت تریپتیک سوی براث tsb,structured_pubchem,verified_web_catalogue,2026-08-25,628b40b476645ae7414ffc07e646cc924c71ff2155c35c4a90aa5d03b4da94a9
(Z)-octadec-9-enoic acid,Oleic acid,(Z)-octadec-9-enoic acid; Oleic acid; Oleic Acid,112-80-1,445639,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,C18H34O2,282.5,CCCCCCCC/C=C\CCCCCCCC(=O)O,confirmed_organic,organic_reagent,,Isatis Shimi; TamadKala; IR Chem / Pishgaman,Iranian online chemical shops | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://isatisshimi.com/en/product/oleic-acid/,Oleic Acid | اسید اولئیک | اولئیک اسید,router_title_normalization,verified_catalogue,2026-08-23,e50dba5cffa86f14fdf06b3239a7c27205a606e1ca830f0910601790466ac357
