"# export_metadata: {""exported_at"":""2026-08-23T12:30:45+00:00"",""skill"":""iran-chem-database@2.14.1"",""scope"":""Expanded BEST-EFFORT index of distinct confirmed-organic molecules appearing in public Iranian supplier/retailer catalogues and public supplier API/intermediate lists. Not a complete national market census and not a current-stock guarantee."",""rows"":480,""previous_verified_rows"":207,""new_source_records_before_dedup"":1616,""new_source_records_after_chemistry_filter"":948,""source_sets"":{""TamadKala"":""3484 product URLs from product sitemaps; title normalization via router; PubChem validation"",""Fardad Shimi"":""569 product pages from paginated shop listings; title normalization via router"",""DigiShimi"":""268 public WooCommerce products"",""Isatis Shimi"":""188 public WooCommerce products"",""BehChin Chemi Pharmed"":""public human/veterinary API, intermediate, excipient, cosmetic, food-additive lists"",""Pishgaman Shimi (IR Chem)"":""public pharmaceutical/cosmetic/raw-material category product pages"",""ShimiMan"":""public product sitemap titles"",""existing_skill_catalogue"":""207 rows from live-verified Iranian Telegram channels, retained and supplier-labeled"",""Rooz Darou"":""114 public Iranian pharmaceutical product pages; title-mapped and PubChem validated""},""router_assistance"":""router.py was used for Persian/English product-title normalization and category extraction; every admitted new record was independently structure/formula checked via PubChem."",""third_party_relay"":""r.jina.ai was used to retrieve public TamadKala/Fardad Shimi sitemaps or listing pages when direct requests timed out; original direct supplier URLs are retained, and no private data was sent."",""discovered_but_not_admitted"":""Arzan Azma and E-Az were identified as Iranian online lab shops but were not added without a reliable structured product export; their generic/category pages are not molecule-level evidence."",""supplier_column"":""supplier_name is the distinct supplier/retailer field; supplier_platform and supplier_country_evidence preserve context."",""limitations"":""Foreign brands listed by Iranian retailers are product metadata, not evidence that the supplier is foreign. Product page presence is not proof of stock. Mixtures, polymers, equipment, inorganic and unresolved records were excluded."",""filter_stats"":{""not_confirmed_organic"":668},""additional_expansion"":""Rooz Darou pharmaceutical catalogue added; duplicate actives merged and supplier provenance appended.""}"
molecule_name,common_name,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,research_grade_candidate,research_grade_signal,supplier_name,supplier_platform,supplier_country_evidence,catalogue_presence,availability_status,source_product_titles,source_urls,identity_methods,evidence_record_count
tetrachloromethane,Carbon tetrachloride,56-23-5,5943,VZGDMQKNWNREIO-UHFFFAOYSA-N,CCl4,153.8,,confirmed_organic,organic_reagent,not_stated,Sigma-Aldrich,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,تترا کلرید کربن کد 319961 سیگما | تتراكلريد كربن قطران شیمی | ...,https://tamadkala.com/product/164265/%D8%AA%D8%AA%D8%B1%D8%A7-%DA%A9%D9%84%D8%B1%DB%8C%D8%AF-%DA%A9%D8%B1%D8%A8%D9%86-%DA%A9%D8%AF-319961-%D8%B3%DB%8C%DA%AF%D9%85%D8%A7,router_title_normalization,2
tetrakis(propan-2-olate);titanium(4+),Titanium(IV) isopropoxide,10818-05-8,11026,VXUYXOFXAQZZMF-UHFFFAOYSA-N,C12H28O4Ti,284.22,,confirmed_organic,organic_reagent,yes,MERCK | research,Fardad Shimi | TamadKala | Telegram: ChemIranSanat,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,tetrakis(propan-2-olate);titanium(4+) | تیتانیوم (IV) ایزوپروپوکسید MERCK | فروش تیتانیوم iv ایزوپروپوکسید | ...,https://fardadshimi.com/product/6468370/ | https://t.me/ChemIranSanat/1497,existing skill export | router_title_normalization,4
"thiolane 1,1-dioxide",Sulfolane,126-33-0,31347,HXJUTPCZVOIRIF-UHFFFAOYSA-N,C4H8O2S,120.17,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: jahaneshimicom,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,"thiolane 1,1-dioxide",,existing skill export,1
thiourea,Thiourea,62-56-6,2723790,UMGDCJDMYOKAJW-UHFFFAOYSA-N,CH4N2S,76.12,,confirmed_organic,organic_reagent,not_stated,MERCK | industrial,Fardad Shimi | TamadKala,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,تیو اوره صنعتی | تیواوره MERCK | ... | تیواوره | ...,https://tamadkala.com/product/176678/%D8%AA%DB%8C%D9%88-%D8%A7%D9%88%D8%B1%D9%87-%D8%B5%D9%86%D8%B9%D8%AA%DB%8C,router_title_normalization,3
toluene,Toluene,108-88-3,1140,YXFVVABEGXRONW-UHFFFAOYSA-N,C7H8,92.14,,confirmed_organic,organic_reagent,yes,False | True | acs | extra pure | gc | hplc | industrial; research,DigiShimi | Fardad Shimi | Isatis Shimi | ShimiMan | TamadKala | Telegram: ChemIranSanat | Telegram: IranChemicals | Telegram: Maran_Tejarat_Eshen,Iranian online chemical shop | Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,Iranian Persian-language shop; country not independently country-gated | site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,Toluene | https://shimiman.com/product/toluene-grade-acs/ | https://shimiman.com/product/toluene-grade-extra-pure/ | toluene | تولوئن | تولوئن 99 7 extra pure پارس شیمی | تولوئن acs دکتر مجللی | ... | تولوئن extra pure امرتات شیمی کد amt108323 | ... | تولوئن extra pure دکتر مجللی | ... | تولوئن extra pure نوترون | ... | تولوئن gc نوترون | ... | تولوئن hplc نوترون | ...,https://digishimii.ir/Product/%d8%aa%d9%88%d9%84%d9%88%d8%a6%d9%86/ | https://fardadshimi.com/product/6199285/ | https://isatisshimi.com/en/product/toluene/ | https://shimiman.com/product/toluene-grade-acs/ | https://shimiman.com/product/toluene-grade-extra-pure/ | https://t.me/ChemIranSanat/1400 | https://t.me/ChemIranSanat/2087 | https://t.me/IranChemicals/29072 | https://t.me/Maran_Tejarat_Eshen/109 | https://t.me/Maran_Tejarat_Eshen/117 | https://t.me/Maran_Tejarat_Eshen/121 | https://t.me/Maran_Tejarat_Eshen/122 | https://t.me/Maran_Tejarat_Eshen/128 | https://t.me/Maran_Tejarat_Eshen/135 | https://t.me/Maran_Tejarat_Eshen/138 | https://t.me/Maran_Tejarat_Eshen/144 | https://t.me/Maran_Tejarat_Eshen/148 | https://t.me/Maran_Tejarat_Eshen/149 | https://t.me/Maran_Tejarat_Eshen/151 | https://t.me/Maran_Tejarat_Eshen/153 | https://t.me/Maran_Tejarat_Eshen/155 | https://t.me/Maran_Tejarat_Eshen/158 | https://t.me/Maran_Tejarat_Eshen/160 | https://t.me/Maran_Tejarat_Eshen/161 | https://t.me/Maran_Tejarat_Eshen/162 | https://t.me/Maran_Tejarat_Eshen/164 | https://t.me/Maran_Tejarat_Eshen/165 | https://t.me/Maran_Tejarat_Eshen/166 | https://t.me/Maran_Tejarat_Eshen/170 | https://t.me/Maran_Tejarat_Eshen/172 | https://t.me/Maran_Tejarat_Eshen/173 | https://t.me/Maran_Tejarat_Eshen/178 | https://t.me/Maran_Tejarat_Eshen/179 | https://t.me/Maran_Tejarat_Eshen/180 | https://t.me/Maran_Tejarat_Eshen/90 | https://tamadkala.com/product/32788/%D8%AA%D9%88%D9%84%D9%88%D8%A6%D9%86-99-7-extra-pure-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%B4%DB%8C%D9%85%DB%8C,existing skill export | router_title_normalization | sitemap_title,74
trichloromethyl carbonochloridate,Diphosgene,,10426,HCUYBXPSSCRKRF-UHFFFAOYSA-N,C2Cl4O2,197.8,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: chemgroup,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,trichloromethyl carbonochloridate,https://t.me/chemgroup/912,existing skill export,1
triethoxy(octyl)silane,Octyltriethoxysilane,2943-75-1,76262,MSRJTTSHWYDFIU-UHFFFAOYSA-N,C14H32O3Si,276.49,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,triethoxy(octyl)silane,https://t.me/minatajhiz/791,existing skill export,2
"triethyl 2-hydroxypropane-1,2,3-tricarboxylate",Triethyl citrate,106-60-7,6506,DOOTYTYQINUNNV-UHFFFAOYSA-N,C12H20O7,276.28,,confirmed_organic,organic_reagent,not_stated,industrial,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,تری اتیل سیترات | تری اتیل سیترات صنعتی | ...,https://tamadkala.com/product/16225/%D8%AA%D8%B1%DB%8C-%D8%A7%D8%AA%DB%8C%D9%84-%D8%B3%DB%8C%D8%AA%D8%B1%D8%A7%D8%AA,router_title_normalization,2
triethylalumane,Triethylaluminium,,16682930,VOITXYVAKOUIBA-UHFFFAOYSA-N,C6H15Al,114.16,,confirmed_organic,organic_reagent,not_stated,sigma,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,تری اتیل آلومینیوم سیگما | ...,,router_title_normalization,1
trimethoxy(methyl)silane,Methyltrimethoxysilane,1185-55-3,14456,BFXIKLCIZHOAAZ-UHFFFAOYSA-N,C4H12O3Si,136.22,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,trimethoxy(methyl)silane,https://t.me/minatajhiz/12,existing skill export,2
trimethyl(trimethylsilyloxy)silane,Hexamethyldisiloxane,107-46-0,24764,UQEAIHBTYFGYIE-UHFFFAOYSA-N,C6H18OSi2,162.38,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,هگزامتیل دی سیلوکسان,https://tamadkala.com/product/12414/%D9%87%DA%AF%D8%B2%D8%A7%D9%85%D8%AA%DB%8C%D9%84-%D8%AF%DB%8C-%D8%B3%DB%8C%D9%84%D9%88%DA%A9%D8%B3%D8%A7%D9%86,router_title_normalization,1
trioctylphosphane,Trioctylphosphine,,20851,RMZAYIKUYWXQPB-UHFFFAOYSA-N,C24H51P,370.6,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,trioctylphosphane,https://t.me/minatajhiz/666,existing skill export,2
"tripotassium;2-hydroxypropane-1,2,3-tricarboxylate;hydrate",Potassium citrate,6132-04-3,2735208,PJAHUDTUZRZBKM-UHFFFAOYSA-K,C6H7K3O8,324.41,,confirmed_organic,organic_reagent,not_stated,DAE JUNG | False,DigiShimi | Fardad Shimi,Iranian online chemical shops | Iranian online lab-chemical shop,site shows Iranian online shops | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,سیترات پتاسیم | پتاسیم سیترات ۱ آبه DAE JUNG کره | ...,https://digishimii.ir/Product/%d8%b3%db%8c%d8%aa%d8%b1%d8%a7%d8%aa-%d9%be%d8%aa%d8%a7%d8%b3%db%8c%d9%85/,router_title_normalization,2
"trisodium;2-hydroxypropane-1,2,3-tricarboxylate",Trisodium citrate,6131-99-5,6224,HRXKRNGNAMMEHJ-UHFFFAOYSA-K,C6H5Na3O7,258.07,,confirmed_organic,organic_reagent,yes,False | laboratory,Isatis Shimi | TamadKala,Iranian online chemical shops | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,Trisodium Citrate | تری سدیم سیترات | تری سدیم سیترات 2 آبه laboratory دکتر مجللی | ...,https://isatisshimi.com/en/product/trisodium-citrate/ | https://isatisshimi.com/product/%d8%aa%d8%b1%db%8c-%d8%b3%d8%af%db%8c%d9%85-%d8%b3%db%8c%d8%aa%d8%b1%d8%a7%d8%aa/,router_title_normalization,3
"trisodium;2-hydroxypropane-1,2,3-tricarboxylate;dihydrate",Trisodium citrate dihydrate,6131-99-8,71474,NLJMYIDDQXHKNR-UHFFFAOYSA-K,C6H9Na3O9,294.10,,confirmed_organic,organic_reagent,yes,extra pure,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,تری سدیم سیترات 2 آبه extra pure دکتر مجللی | ...,,router_title_normalization,1
"trisodium;3-hydroxy-4-[(2-hydroxy-4-sulfonatonaphthalen-1-yl)diazenyl]naphthalene-2,7-disulfonate",Hydroxy Naphthol Blue,63451-35-4,113232,AUIINJJXRXMPGT-UHFFFAOYSA-K,C20H11N2Na3O11S3,620.5,,confirmed_organic,colorant_or_indicator,not_stated,indicator,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,هیدروکسی نفتول بلو indicator دکترمجللی,https://tamadkala.com/product/173616/%D9%87%DB%8C%D8%AF%D8%B1%D9%88%DA%A9%D8%B3%DB%8C-%D9%86%D9%81%D8%AA%D9%88%D9%84-%D8%A8%D9%84%D9%88-indicator-%D8%AF%DA%A9%D8%AA%D8%B1%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,1
trisodium;5-oxo-1-(4-sulfonatophenyl)-4-[(4-sulfonatophenyl)diazenyl]-4H-pyrazole-3-carboxylate,Tartrazine,1934-21-0,164825,UJMBCXLDXJUMFB-UHFFFAOYSA-K,C16H9N4Na3O9S2,534.4,,confirmed_organic,colorant_or_indicator,not_stated,food grade,TamadKala,Iranian online research/chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,رنگ خوراکی تارترازین زرد | رنگ خوراکی تارترازینزرد,https://tamadkala.com/product/57968/%D8%B1%D9%86%DA%AF-%D8%AE%D9%88%D8%B1%D8%A7%DA%A9%DB%8C-%D8%AA%D8%A7%D8%B1%D8%AA%D8%B1%D8%A7%D8%B2%DB%8C%D9%86%D8%B2%D8%B1%D8%AF,explicit_category_supplement | router_title_normalization,2
urea,Urea,57-13-6,1176,XSQUKJJJFZCRTK-UHFFFAOYSA-N,CH4N2O,60.056,,confirmed_organic,organic_reagent,yes,False | MERCK | industrial; research; unknown | reagent,DigiShimi | Fardad Shimi | Isatis Shimi | TamadKala | Telegram: Boof_company | Telegram: Ch_Chemical_leaders | Telegram: ChemIranSanat | Telegram: IranChemicals | Telegram: LabTel | Telegram: Maran_Tejarat_Eshen | Telegram: chemgroup | Telegram: jahaneshimicom,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,Urea | urea | اوره | اوره MERCK | ... | اوره دکتر مجللی | اوره قطران شیمی | اوره ۸۰۰ گرمی دکتر مجللی | فروش اوره 2,https://digishimii.ir/Product/%d8%a7%d9%88%d8%b1%d9%87/ | https://fardadshimi.com/product/6200695/ | https://isatisshimi.com/en/product/urea-2/ | https://t.me/Boof_company/19 | https://t.me/Boof_company/24 | https://t.me/Boof_company/25 | https://t.me/Boof_company/30 | https://t.me/Boof_company/35 | https://t.me/Boof_company/36 | https://t.me/Boof_company/47 | https://t.me/Boof_company/48 | https://t.me/Boof_company/56 | https://t.me/Boof_company/57 | https://t.me/Boof_company/64 | https://t.me/Ch_Chemical_leaders/151 | https://t.me/Ch_Chemical_leaders/158 | https://t.me/Ch_Chemical_leaders/166 | https://t.me/Ch_Chemical_leaders/173 | https://t.me/Ch_Chemical_leaders/177 | https://t.me/Ch_Chemical_leaders/180 | https://t.me/Ch_Chemical_leaders/184 | https://t.me/Ch_Chemical_leaders/188 | https://t.me/Ch_Chemical_leaders/208 | https://t.me/Ch_Chemical_leaders/211 | https://t.me/Ch_Chemical_leaders/219 | https://t.me/Ch_Chemical_leaders/233 | https://t.me/Ch_Chemical_leaders/235 | https://t.me/Ch_Chemical_leaders/239 | https://t.me/Ch_Chemical_leaders/241 | https://t.me/Ch_Chemical_leaders/243 | https://t.me/Ch_Chemical_leaders/246 | https://t.me/Ch_Chemical_leaders/248 | https://t.me/Ch_Chemical_leaders/291 | https://t.me/Ch_Chemical_leaders/422 | https://t.me/Ch_Chemical_leaders/466 | https://t.me/Ch_Chemical_leaders/483 | https://t.me/Ch_Chemical_leaders/63 | https://t.me/Ch_Chemical_leaders/64 | https://t.me/ChemIranSanat/1669 | https://t.me/IranChemicals/27665 | https://t.me/IranChemicals/27668 | https://t.me/IranChemicals/28201 | https://t.me/IranChemicals/28327 | https://t.me/IranChemicals/28643 | https://t.me/IranChemicals/28765 | https://t.me/IranChemicals/28780 | https://t.me/IranChemicals/28853 | https://t.me/IranChemicals/29197 | https://t.me/IranChemicals/29680 | https://t.me/IranChemicals/29724 | https://t.me/IranChemicals/29729 | https://t.me/IranChemicals/29742 | https://t.me/IranChemicals/29768 | https://t.me/IranChemicals/29789 | https://t.me/IranChemicals/30232 | https://t.me/IranChemicals/30555 | https://t.me/IranChemicals/30693 | https://t.me/IranChemicals/30717 | https://t.me/IranChemicals/30821 | https://t.me/IranChemicals/30947 | https://t.me/IranChemicals/31199 | https://t.me/IranChemicals/31684 | https://t.me/IranChemicals/31736 | https://t.me/LabTel/73204 | https://t.me/LabTel/73207 | https://t.me/LabTel/73284 | https://t.me/LabTel/73313 | https://t.me/LabTel/73376 | https://t.me/LabTel/73393 | https://t.me/LabTel/73492 | https://t.me/LabTel/73568 | https://t.me/LabTel/73673 | https://t.me/LabTel/73726 | https://t.me/LabTel/73727 | https://t.me/LabTel/73849 | https://t.me/LabTel/73867 | https://t.me/LabTel/73872 | https://t.me/LabTel/73976 | https://t.me/LabTel/74140 | https://t.me/LabTel/74146 | https://t.me/LabTel/74171 | https://t.me/LabTel/74199 | https://t.me/LabTel/74200 | https://t.me/LabTel/74206 | https://t.me/LabTel/74221 | https://t.me/LabTel/74264 | https://t.me/LabTel/74271 | https://t.me/LabTel/74280 | https://t.me/LabTel/74291 | https://t.me/LabTel/74334 | https://t.me/LabTel/74485 | https://t.me/LabTel/74508 | https://t.me/LabTel/74597 | https://t.me/LabTel/74607 | https://t.me/LabTel/74673 | https://t.me/LabTel/74814 | https://t.me/LabTel/74825 | https://t.me/LabTel/74830 | https://t.me/LabTel/74854 | https://t.me/LabTel/74863 | https://t.me/LabTel/74908 | https://t.me/LabTel/75047 | https://t.me/LabTel/75071 | https://t.me/LabTel/75115 | https://t.me/LabTel/75160 | https://t.me/LabTel/75186 | https://t.me/LabTel/75246 | https://t.me/LabTel/75348 | https://t.me/LabTel/75516 | https://t.me/LabTel/75556 | https://t.me/LabTel/75594 | https://t.me/LabTel/75659 | https://t.me/LabTel/75770 | https://t.me/LabTel/75932 | https://t.me/LabTel/76154 | https://t.me/LabTel/76200 | https://t.me/LabTel/76256 | https://t.me/LabTel/76302 | https://t.me/LabTel/76308 | https://t.me/LabTel/76365 | https://t.me/LabTel/76426 | https://t.me/LabTel/76535 | https://t.me/LabTel/76539 | https://t.me/LabTel/76583 | https://t.me/LabTel/76611 | https://t.me/LabTel/76639 | https://t.me/LabTel/76648 | https://t.me/LabTel/76659 | https://t.me/LabTel/76669 | https://t.me/LabTel/76708 | https://t.me/LabTel/76775 | https://t.me/LabTel/76801 | https://t.me/LabTel/76833 | https://t.me/LabTel/76874 | https://t.me/LabTel/76940 | https://t.me/LabTel/76962 | https://t.me/LabTel/77002 | https://t.me/LabTel/77150 | https://t.me/LabTel/77206 | https://t.me/LabTel/77244 | https://t.me/LabTel/77264 | https://t.me/LabTel/77274 | https://t.me/LabTel/77292 | https://t.me/LabTel/77311 | https://t.me/LabTel/77391 | https://t.me/LabTel/77402 | https://t.me/Maran_Tejarat_Eshen/567 | https://t.me/Maran_Tejarat_Eshen/569 | https://t.me/Maran_Tejarat_Eshen/590 | https://t.me/Maran_Tejarat_Eshen/591 | https://t.me/Maran_Tejarat_Eshen/592 | https://t.me/Maran_Tejarat_Eshen/607 | https://t.me/Maran_Tejarat_Eshen/614 | https://t.me/Maran_Tejarat_Eshen/615 | https://t.me/Maran_Tejarat_Eshen/644 | https://t.me/Maran_Tejarat_Eshen/645 | https://t.me/Maran_Tejarat_Eshen/646 | https://t.me/Maran_Tejarat_Eshen/649 | https://t.me/Maran_Tejarat_Eshen/653 | https://t.me/Maran_Tejarat_Eshen/655 | https://t.me/Maran_Tejarat_Eshen/656 | https://t.me/Maran_Tejarat_Eshen/657 | https://t.me/chemgroup/3550 | https://t.me/chemgroup/3600 | https://t.me/chemgroup/3936 | https://t.me/chemgroup/3960 | https://t.me/jahaneshimicom/60 | https://tamadkala.com/product/5628/%D9%81%D8%B1%D9%88%D8%B4-%D8%A7%D9%88%D8%B1%D9%87-2 | https://tamadkala.com/product/73015/%D8%A7%D9%88%D8%B1%D9%87-%D9%82%D8%B7%D8%B1%D8%A7%D9%86-%D8%B4%DB%8C%D9%85%DB%8C | https://tamadkala.com/product/76300/%D8%A7%D9%88%D8%B1%D9%87-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,existing skill export | router_title_normalization,313
zinc bis(octadecanoate),Zinc Stearate,557-05-1,11178,XOOUIPVCVHRTMJ-UHFFFAOYSA-L,C36H70O4Zn,632.3,,confirmed_organic,organic_reagent,yes,industrial; research,Telegram: fanchem,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,zinc bis(octadecanoate),https://t.me/fanchem/115 | https://t.me/fanchem/152 | https://t.me/fanchem/154 | https://t.me/fanchem/156 | https://t.me/fanchem/202 | https://t.me/fanchem/277 | https://t.me/fanchem/336 | https://t.me/fanchem/352 | https://t.me/fanchem/378 | https://t.me/fanchem/397 | https://t.me/fanchem/413 | https://t.me/fanchem/427 | https://t.me/fanchem/456 | https://t.me/fanchem/97,existing skill export,27
zinc diacetate,Zinc Acetate,557-34-6,11192,DJWUNCQRNNEAKC-UHFFFAOYSA-L,C4H6O4Zn,183.5,,confirmed_organic,organic_reagent,yes,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,zinc diacetate,https://t.me/ChemIranSanat/1881 | https://t.me/ChemIranSanat/1882,existing skill export,3
"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",cholecalciferol,,5280795,QYSXJUFSXHHAJI-YRZJJWOYSA-N,C27H44O,384.6,,confirmed_organic,vitamin,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,کپسول ویتامین د 3,http://rouzdarou.com/products/%DA%A9%D9%BE%D8%B3%D9%88%D9%84-%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-%D8%AF-3,PubChem name validation from supplier product title,1
(3R)-3-hydroxy-4-(trimethylazaniumyl)butanoate,levocarnitine,,10917,PHIQHXFUZVPYII-ZCFIWIBFSA-N,C7H15NO3,161.20,,confirmed_organic,supplement_active,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص ال-کـارنـیتین 1000 میلی گرم رزاویت,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%A7%D9%84-%DA%A9%D9%80%D8%A7%D8%B1%D9%86%D9%80%DB%8C%D8%AA%DB%8C%D9%86-1000-%D9%85%DB%8C%D9%84%DB%8C-%DA%AF%D8%B1%D9%85-%D8%B1%D8%B2%D8%A7%D9%88%DB%8C%D8%AA,PubChem name validation from supplier product title,1
2-[4-(2-methylpropyl)phenyl]propanoic acid,ibuprofen,,3672,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.28,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,کپسول ژلاتینی نرم ایــبوفـین 400,http://rouzdarou.com/products/%DA%A9%D9%BE%D8%B3%D9%88%D9%84-%DA%98%D9%84%D8%A7%D8%AA%DB%8C%D9%86%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%DB%8C%D9%80%D9%80%D8%A8%D9%88%D9%81%D9%80%DB%8C%D9%86-400,PubChem name validation from supplier product title,1
N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,melatonin,,896,DRLFMBDRBRZALE-UHFFFAOYSA-N,C13H16N2O2,232.28,,confirmed_organic,supplement_active,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,قرص ملاتونین 3 میلی گرم + ال تئانین رزاویت,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%85%D9%84%D8%A7%D8%AA%D9%88%D9%86%DB%8C%D9%86-3-%D9%85%DB%8C%D9%84%DB%8C-%DA%AF%D8%B1%D9%85-%D8%A7%D9%84-%D8%AA%D8%A6%D8%A7%D9%86%DB%8C%D9%86-%D8%B1%D8%B2%D8%A7%D9%88%DB%8C%D8%AA,PubChem name validation from supplier product title,1
"2-butan-2-yl-4-[4-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-1,2,4-triazol-3-one",itraconazole,,55283,VHVPQPYKVGDNFY-ZPGVKDDISA-N,C35H38Cl2N8O4,705.6,,confirmed_organic,pharmaceutical_or_api,not_stated,Iranian finished-product catalogue,Rooz Darou,Iranian pharmaceutical product catalogue,site identifies Iranian product/manufacturer,public Iranian pharmaceutical product page; current stock not independently verified,product_page_listed_not_current_stock_verified,کپسول ایتراکونازول,http://rouzdarou.com/products/%DA%A9%D9%BE%D8%B3%D9%88%D9%84-%D8%A7%DB%8C%D8%AA%D8%B1%D8%A7%DA%A9%D9%88%D9%86%D8%A7%D8%B2%D9%88%D9%84,PubChem name validation from supplier product title,1
