"# export_metadata: {""exported_at"": ""2026-08-27T12:27:57Z"", ""skill"": ""iran-chem-database@2.21.1 (clawhub: @orionshaowswmw/iran-chem-database)"", ""workspace_router_models"": ""9 providers / 767 models (tools/router.py fleet)"", ""rows"": 1399, ""confirmed_organic"": 1399, ""organic_gate"": ""carried from PubChem/RDKit-verified seed for seed-sourced rows; structure/formula first for all live rows (organic_status=true)"", ""unique_cids"": 1352, ""inchikey_merged_alt_cids"": 10, ""rows_flagged_cas_cid_conflict"": 23, ""cas_cid_conflict_meaning"": ""row CAS resolves in PubChem to a CID set that does not include the row CID — inherited from supplier catalogue data; flagged for human review, not silently edited"", ""unique_inchikeys"": 1352, ""rows_with_cas"": 705, ""rows_with_canonical_smiles"": 1029, ""rows_with_evidence_url"": 1315, ""input_rows_by_source"": {""seed_2026-08-25"": 1041, ""seed_2026-08-24"": 1068, ""live_web_catalogue"": 114, ""live_telegram_listing"": 349, ""ai_model_fleet"": 615, ""wayback_archived_pages"": 0}, ""rejected_rows"": 225, ""model_fleet_normalization"": {""pass"": {""titles"": 2400, ""pubchem_confirmed_names"": 1825, ""confirmed_unique_cids"": 505, ""multi_model_agreement"": 403, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}, ""pass_p2"": {""titles"": 3200, ""pubchem_confirmed_names"": 110, ""confirmed_unique_cids"": 53, ""multi_model_agreement"": 23, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}, ""pass_p3"": {""titles"": 2500, ""pubchem_confirmed_names"": 130, ""confirmed_unique_cids"": 57, ""multi_model_agreement"": 17, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}}, ""model_fleet_rule"": ""model answers accepted ONLY when PubChem confirms the identity; disagreement -> left unresolved, never guessed"", ""composition_top"": {""seed_2026-08-24 + seed_2026-08-25"": 496, ""ai_model_fleet"": 197, ""seed_2026-08-25"": 136, ""ai_model_fleet + seed_2026-08-24 + seed_2026-08-25"": 116, ""seed_2026-08-24"": 92, ""ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25"": 87, ""live_telegram_listing + seed_2026-08-24 + seed_2026-08-25"": 81, ""ai_model_fleet + live_web_catalogue"": 35}, ""pipeline"": ""seed baseline + 2026-08-27 LIVE crawl (Telegram full-history mirror, public WooCommerce Store API, WP product sitemaps, Wayback CDX enumeration for geo-blocked .ir catalogues) -> skill parsers -> grade policy -> ChemicalValidator (RDKit/PubChem/CAS checksum) -> organic gate (structure first) -> model-fleet normalization (5 providers, PubChem-confirmed only) -> CID dedupe -> provenance_hash"", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in public Iranian supplier catalogues/channels reachable from this sandbox. NOT a national census; NOT complete; product page presence is not proof of stock. Coverage of the configured crawl is reported in coverage_report.json."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""skill seed iran_organic_molecules_catalogue_verified_2026-08-25.csv""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,alt_cids,cas_cid_conflict,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,category_source,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
"(1R,3S,5R,6R,9R,11R,15S,16R,17R,18S,19E,21E,23E,25E,27E,29E,31E,33R,35S,36R,37S)-33-[(2R,3S,4S,5S,6R)-4-amino-3,5-dihydroxy-6-methyloxan-2-yl]oxy-1,3,5,6,9,11,17,37-octahydroxy-15,16,18-trimethyl-13-oxo-14,39-dioxabicyclo[33.3.1]nonatriaconta-19,21,23,25,27,29,31-heptaene-36-carboxylic acid",Amphotericin B,,,5280965,,,APKFDSVGJQXUKY-INPOYWNPSA-N,C47H73NO17,924.1,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,confirmed_organic,pharmaceutical_or_api,,,telegram:labshop,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/labshop/87,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2016-04-09,154fa5a33e85a28b83146ca8ea3d91786772c54ae927c12faa603c00b14513c0
"(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one",scm,"(1R,3S,5R,8R,10R,11S,12S,13R,14S)-8,12,14-trihydroxy-5-methyl-11,13-bis(methylamino)-2,4,9-trioxatricyclo[8.4.0.03,8]tetradecan-7-one; scm",,15541,,,UNFWWIHTNXNPBV-WXKVUWSESA-N,C14H24N2O7,332.35,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,confirmed_organic,organic_reagent,derived:supplier_platform,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/194310/دستگاه-پوشش-دهی-دورانی-ژیکان-مدل-scm-10,دستگاه پوشش دهی دورانی ژیکان مدل scm 10,structured_pubchem,seed_2026-08-25,2026-08-25,973c14164921a1959bbafc66c900ce162928d9f5cbc6bdf757f3801f24c6d6cb
"(1R,4S,5R,8S,9R,12S,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-one",Artemisinin,,,68827,,,BLUAFEHZUWYNDE-NNWCWBAJSA-N,C15H22O5,282.33,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,confirmed_organic,secondary_metabolite_or_natural_product,,,telegram:chemgroup,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/chemgroup/3261,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2017-06-06,93d642bb397231b05db6b4dda235c0df8b1bcf9de4b22d2e052be609d9d38811
"(1S,2R,18R,19R,22S,25R,28R,40S)-48-[(2S,3R,4S,5S,6R)-3-[(2S,4S,5S,6S)-4-amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-[[(2R)-4-methyl-2-(methylamino)pentanoyl]amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentazaoctacyclo[26.14.2.23,6.214,17.18,12.129,33.010,25.034,39]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34(39),35,37,46,49-pentadecaene-40-carboxylic acid;hydrochloride","(1S,2R,18R,19R,22S,25R,28R,40S)-48-[(2S,3R,4S,5S,6R)-3-[(2S,4S,5S,6S)-4-amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-[[(2R)-4-methyl-2-(methylamino)pentanoyl]amino]-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentazaoctacyclo[26.14.2.23,6.214,17.18,12.129,33.010,25.034,39]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34(39),35,37,46,49-pentadecaene-40-carboxylic acid;hydrochloride",,1404-93-9,6420023,,,LCTORFDMHNKUSG-XTTLPDOESA-N,C66H76Cl3N9O24,1485.7,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O.Cl,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,t.me/ATRmedShop + telegram:ATRmedShop,ai_normalized|public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/693,Vancomycin Hydrochloride | خرید وانکومایسین هیدروکلراید | قیمت وانکومایسین هیدروکلراید ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/vancomycin-hydrochloride-f,router_batch+pubchem,ai_model_fleet + seed_2026-08-25,2026-08-25,0555c30827b817f70d7a4bfd794ffbcf9234f68591945525ca98c5f894b86314
"(1S,2S)-1-[[4-(cyclopropylcarbamoylamino)benzoyl]amino]-1,2,3,4-tetrahydronaphthalene-2-carboxylic acid",rvs,"(1S,2S)-1-[[4-(cyclopropylcarbamoylamino)benzoyl]amino]-1,2,3,4-tetrahydronaphthalene-2-carboxylic acid; rvs; RVS",,164513210,,,BJZXTCJBAZHJRX-RBUKOAKNSA-N,C22H23N3O4,393.4,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)NC3C(CCC4=CC=CC=C34)C(=O)O,confirmed_organic,organic_reagent,derived:supplier_platform,,TamadKala; ShimiMan,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/23537/محیط-کشت-راپاپورت-واسیلیادیس-براث-rvs,محیط کشت راپاپورت واسیلیادیس براث rvs,structured_pubchem,seed_2026-08-25,2026-08-25,804b7d9b85330634789e1dd5af9da66f2e864edde675ec4ac130a6b9950a9a2c
"(1S,2S,6R,14R,15R,16R)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11-trien-11-ol",Norbuprenorphine,"(1S,2S,6R,14R,15R,16R)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-5-azahexacyclo[13.2.2.12,8.01,6.02,14.012,20]icosa-8(20),9,11-trien-11-ol; Norbuprenorphine",,114976,,,YOYLLRBMGQRFTN-IOMBULRVSA-N,C25H35NO4,413.5,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCNC3CC6=C5C(=C(C=C6)O)O4)OC)O,confirmed_organic,organic_reagent,derived:supplier_platform,,Temad,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://www.temad.com/product/norbuprenorphine/,Norbuprenorphine,structured_pubchem,seed_2026-08-25,2026-08-25,e68753d127ab8bfef687c87676b0e970aeac0507f6f4be10d4772e34d7d971ee
"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",Vitamin D2,"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol; Vitamin D2",50-14-6,5280793,,,MECHNRXZTMCUDQ-RKHKHRCZSA-N,C28H44O,396.6,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,confirmed_organic,pharmaceutical_or_api,,research,TamadKala,Iranian online research/chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/34731/%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-d2-%D8%B3%DB%8C%DA%AF%D9%85%D8%A7,ویتامین D2 سیگما | ویتامین d2 سیگما,explicit_category_supplement | router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,195ba10456e903743d0ae01bf6d5f2802db8752199b8ce0e602e14e5b4d93181
"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol",cholecalciferol,"(1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol; cholecalciferol",67-97-0,5280795,,,QYSXJUFSXHHAJI-YRZJJWOYSA-N,C27H44O,384.6,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,confirmed_organic,vitamin,,,Rooz Darou,Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,http://rouzdarou.com/products/%DA%A9%D9%BE%D8%B3%D9%88%D9%84-%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-%D8%AF-3,کپسول ویتامین د 3,PubChem name validation from supplier product title,seed_2026-08-24 + seed_2026-08-25,2026-08-23,f111030b8ae64367bee3f50a0198378cc742cb7be2543fe77a1deffe01d8d4a0
"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine",sertraline,"(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine; sertraline",,68617,,,VGKDLMBJGBXTGI-SJCJKPOMSA-N,C17H17Cl2N,306.2,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,confirmed_organic,pharmaceutical_or_api,,,Rooz Darou,Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%B3%D8%B1%D8%AA%D8%B1%D8%A7%D9%84%D9%8A%D9%86-50,قرص سرترالين 50,PubChem name validation from supplier product title,seed_2026-08-24 + seed_2026-08-25,2026-08-23,92c0409c751174d1c0dfd7d081a1d3760534bae41895756f5fd2cbd568f82f78
"(2,2-dimethyl-1,3-dihydroperimidin-6-yl)-(4-phenyldiazenylnaphthalen-1-yl)diazene",Sudan Black B,"(2,2-dimethyl-1,3-dihydroperimidin-6-yl)-(4-phenyldiazenylnaphthalen-1-yl)diazene; Sudan Black B",4197-25-5,61336,,,YCUVUDODLRLVIC-UHFFFAOYSA-N,C29H24N6,456.5,CC1(NC2=C3C(=C(C=C2)N=NC4=CC=C(C5=CC=CC=C54)N=NC6=CC=CC=C6)C=CC=C3N1)C,confirmed_organic,organic_reagent,,,TamadKala; Mojallali Group,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/173734/%D9%85%D8%B9%D8%B1%D9%81-%D8%B3%D9%88%D8%AF%D8%A7%D9%86-%D8%A8%D9%84%DA%A9-b-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,معرف سودان بلک b دکتر مجللی,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,b502391c7e53b568e0135da12d7c0cd5a5bb912504bd9f542443dace9039efe0
"(2,2-dimethyl-3H-1-benzofuran-7-yl) N-methylcarbamate",,,,2566,,,DUEPRVBVGDRKAG-UHFFFAOYSA-N,C12H15NO3,221.25,,confirmed_organic,organic_reagent,derived:supplier_platform,,t.me/IranChemicals,ai_normalized,,https://t.me/IranChemicals/30661,"🔴 #تاریخ_ایران ۹۲۴ #کارآفرین 

 
 🟩 محمدتقی برخوردار 


 🔴 پدر صنایع خانگی ؛ کارآفرینان خودساخته 

 ✅ متولد یزد ۱۳۰۳ 
 ✅ سفر به تهران و استقلال تجاری ۱۳۲۳ 
 ✅ یادگیری زبان انگلیسی و فرانسه بی معلم 
 ✅ اخذ نمایندگی های خا",model_fleet+pubchem,ai_model_fleet,2026-08-27,00b2c2c5b2541c7f2e176ef108cd52b2c328a021cc1650a3524f5ebb78e92a65
"(2,4-dinitrophenyl)hydrazine","(2,4-Dinitrophenyl)hydrazine",,,3772977,,,HORQAOAYAYGIBM-UHFFFAOYSA-N,C6H6N4O4,198.14,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NN,confirmed_organic,organic_reagent,,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/428,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2018-07-30,ff73c95a9b7f637827d3303cfb7a4bc191b55d43f50ef13e6ef46a24060d3ea8
"(2,5-dioxoimidazolidin-4-yl)urea",Allantoin,"(2,5-dioxoimidazolidin-4-yl)urea; Allantoin",97-59-6,204,,,POJWUDADGALRAB-UHFFFAOYSA-N,C4H6N4O3,158.12,C1(C(=O)NC(=O)N1)NC(=O)N,confirmed_organic,cosmetic_raw_material,,,BehChin Chemi Pharmed; Mojallali Group; IR Chem / Pishgaman,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/cosmetic-materials,Allantoin,supplier_table,seed_2026-08-24 + seed_2026-08-25,2026-08-23,cb6f3cc531c236cef08ddc6745036dd02401e8b0bc2c5c7ad22de1085245efb1
(2-acetyloxy-3-carboxypropyl)-trimethylazanium chloride,,,,197763,,,JATPLOXBFFRHDN-UHFFFAOYSA-N,C9H18ClNO4,239.69,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/buy-acetyl-dl-carnitine-hydrochloride.html,buy acetyl dl carnitine hydrochloride,model_fleet+pubchem,ai_model_fleet,2026-08-27,b31aab085810f4a7e756fa363cb55a741e6904e6819b1976f018a58e52a2a6b0
(2-hydroxy-4-methoxyphenyl)-phenylmethanone,Benzophenone-3,(2-hydroxy-4-methoxyphenyl)-phenylmethanone; Benzophenone-3,,4632,,,DXGLGDHPHMLXJC-UHFFFAOYSA-N,C14H12O3,228.24,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,confirmed_organic,cosmetic_raw_material,,,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/cosmetic-materials,Benzophenone-3,supplier_table,seed_2026-08-24 + seed_2026-08-25,2026-08-23,44a78a925ca338224099793c870c11e02f9e2049c69805c6a6f5ca056eeebafc
"(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one",Piperine,,94-62-2,638024,,,MXXWOMGUGJBKIW-YPCIICBESA-N,C17H19NO3,285.34,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,confirmed_organic,secondary_metabolite_or_natural_product,,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1349,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2018-04-03,8d80aca8f859b273e4fd7f84ad0ae31f97fa4acf3c978df347b1c7247722b2c0
"(2E,4E)-hexa-2,4-dienoic acid",Sorbic acid,"(2E,4E)-hexa-2,4-dienoic acid; Sorbic acid",110-44-1,643460,,,WSWCOQWTEOXDQX-MQQKCMAXSA-N,C6H8O2,112.13,C/C=C/C=C/C(=O)O,confirmed_organic,organic_reagent,,,Fardad Shimi,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,https://fardadshimi.com/product/6195767/,اسید سوربیک MERCK,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,312a5e1a174e1a8bcc54c99a576234885c8c192e3ea2990770fe4c1411396935
"(2E,4E,6R)-7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide",tsa,"(2E,4E,6R)-7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide; tsa",,444732,,,RTKIYFITIVXBLE-QEQCGCAPSA-N,C17H22N2O3,302.37,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,confirmed_organic,organic_reagent,derived:supplier_platform,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/16092/محیط-کشت-تریپتیک-سوی-آگار-tsa-کیولب,محیط کشت تریپتیک سوی آگار tsa کیولب,structured_pubchem,seed_2026-08-25,2026-08-25,3207bfd5e83289e7cd91f5f59c6ca8a2eebd9fe06eb7fd87b76854f2cfc96878
"(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide","(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide","(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide",81-13-0,131204,,,SNPLKNRPJHDVJA-ZETCQYMHSA-N,C9H19NO4,205.25,CC(C)(CO)C(C(=O)NCCCO)O,confirmed_organic,organic_reagent,derived:supplier_platform,,IR Chem / Pishgaman,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://irchem.ir/dexpanthenol/,پودر دکسپانتنول | دی پانتنول | پانتنول,cas_pubchem,seed_2026-08-25,2026-08-25,9dff206a8d5a37a15b5c4db3b80393103d06ae9e230f44cf4421ae43d149c26a
"(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydrochromen-6-ol",,,,14985,,,GVJHHUAWPYXKBD-IEOSBIPESA-N,C29H50O2,430.7,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/buy-a-tocopherol-96-vitamin-e.html,buy a tocopherol 96 vitamin e,model_fleet+pubchem,ai_model_fleet,2026-08-27,f72d3afc812f414ca3006973e911dcbc7164493510c172a06f9fc7a8c8f4535a
"(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one",Ascorbic acid,"(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one; Ascorbic acid; L-Ascorbic Acid",50-81-7,54670067,,,CIWBSHSKHKDKBQ-JLAZNSOCSA-N,C6H8O6,176.12,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,confirmed_organic,secondary_metabolite_or_natural_product,,research,DigiShimi; Fardad Shimi; Isatis Shimi; TamadKala; Telegram: ChemIranSanat; Mojallali Group; telegram:ATRmedShop; telegram:jahaneshimicom + t.me/ATRmedShop + t.me/IranChemicals,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier ,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/IranChemicals/27086,"(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one | Ascorbic Acid (Vitamin C) | آسکوربیک اسید ۹۹ گرید صنعتی | ... | اسید آسکوربیک | اسید آسکوربیک extra pure دکتر مجللی | ... | اسید آسکوربیک ۱ کیلویی دکتر مجللی | ... | اسید اسکوربیک | اسید اسکوربیک خوراکی | فروش اسید ا || اسید ال-آسکوربیک",existing skill export | router_title_normalization,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,c15b0b13a83a6da94c216a3f6baf4f3a8e74e4b6e63575e39322a66188aeabaa
(2R)-2-acetamido-3-sulfanylpropanoic acid,,,,12035,,,PWKSKIMOESPYIA-BYPYZUCNSA-N,C5H9NO3S,163.20,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,research,t.me/ATRmedShop,ai_normalized|telegram,,https://t.me/ATRmedShop/289,"ان استیل-ال-سیستئین 
ان استیل-ال-سیستئین آنتی‌اکسیدان و عامل موکولیتیک است و همچنین اسکاونجر رادیکال‌های آزاد را ....
برای ادامه مطالب، مشاهده و خرید آنلاین این محصول به لینک زیر مراجعه فرمایید:
 https://atrmedshop.com/p",model_fleet+pubchem,ai_model_fleet + live_telegram_listing,2026-08-27,6a9ae19b5c0f9d719461d97c5c4eb6e01baa002336daa5cbfa2cb6d5ce410bac
(2R)-2-amino-3-(carboxymethylsulfanyl)propanoic acid,,,,193653,,,GBFLZEXEOZUWRN-VKHMYHEASA-N,C5H9NO4S,179.2,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/s-carboxymethyl-l-cysteine.html,s carboxymethyl l cysteine,model_fleet+pubchem,ai_model_fleet,2026-08-27,d819accde053aabd86e84efc3eaabeb3db5bda07cf253ac9a5ff98044e4bc6f4
(2R)-2-amino-3-sulfanylpropanoic acid,L-Cysteine,(2R)-2-amino-3-sulfanylpropanoic acid; L-Cysteine; L-(+)-Cysteine,52-90-4,5862,,,XUJNEKJLAYXESH-REOHCLBHSA-N,C3H7NO2S,121.16,C([C@@H](C(=O)O)N)S,confirmed_organic,organic_reagent,,research,TamadKala; telegram:labshop,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/149104/%D8%A7%D9%84-%D8%B3%DB%8C%D8%B3%D8%AA%D8%A6%DB%8C%D9%86,ال سیستئین,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,e36a5e2b98f11c9f080f9585cbdb6330bde2857d6b01a2cd074e5ec88370d9f0
(2R)-2-amino-3-sulfanylpropanoic acid;hydrate;hydrochloride,L-Cysteine hydrochloride monohydrate,(2R)-2-amino-3-sulfanylpropanoic acid;hydrate;hydrochloride; L-Cysteine hydrochloride monohydrate,16873-86-2,23462,,,QIJRTFXNRTXDIP-JIZZDEOASA-N,C3H10ClNO3S,175.64,C([C@@H](C(=O)O)N)S.O.Cl,confirmed_organic,organic_reagent,,research,t.me/ATRmedShop + telegram:ChemIranSanat; telegram:ATRmedShop,Iranian supplier Telegram catalogue|ai_normalized|telegram,listing_evidence_crawled_2026-08-24,https://t.me/ATRmedShop/639,L-cysteine hydrochloride monohydrate | ال-سیستئین هیدروکلراید منوهیدرات گرید کشت سلول ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/l-cysteine-hydrochloride-mo,ai_normalised_listing+pubchem_confirmed,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2017-07-01,1f41861bbf02677a87892783e7e98964b3edd673383edda9fb4c870bf1955837
(2R)-2-amino-3-sulfanylpropanoic acid;hydrochloride,,,,60960,,,IFQSXNOEEPCSLW-DKWTVANSSA-N,C3H8ClNO2S,157.62,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/l-cysteine-hydrochloride.html,l cysteine hydrochloride,model_fleet+pubchem,ai_model_fleet,2026-08-27,52b63eb24dfdc113200e2df7d056a979dea56a0fd319979afaf9740761bb8831
