卦象,命中总数,本卦理,本卦,之卦理,之卦,朱子占断,南师占断,朱子解读(AI),南师解读(AI),日常事务建议
967999,0,101111,同人,011000,升,【之卦升·三爻辞】九三：升虚邑,取静爻：【本卦同人·三爻辞】九三：伏戎于莽，升其高陵，三岁不兴,同人变升，五爻俱动，朱子断取之卦那条不变之爻。升九三'升虚邑'——上升如入无人空邑，畅通无阻。占得此卦：大局尽变，所恃唯此一着，前路一时坦荡、阻碍全无，正可乘势上进；然'虚邑'之易，最易令人轻忽躁进。宜进而能慎、得势不骄，于顺境中仍守其正、步步为营，则可由通达而至高远，免于乐极生患。,五爻动，南师看本卦同人里那个没动的爻——九三'伏戎于莽，升其高陵，三岁不兴'。把兵藏在草丛，又爬上山头张望，三年硬是不敢动手。南师说这是心里揣满算计、偏又没胆没力去摊牌的窝囊相。人这一辈子最怕这种纠结：想争又不敢，整天提心吊胆，三年熬下来啥也没成。要争就光明正大地争，争不动就索性放下，千万别在'伏戎'里把心血白白耗干。,工作：表面和同暗藏伏兵，去隐患则前程顺遂｜家庭：化解旧嫌莫强争，和顺渐通｜出行：查明再往则顺，冒进防暗礁｜财富：清理隐忧后可进，稳中得利｜交友：远口蜜腹剑之人，正道结交渐佳｜学业：补齐短板后精进，稳步向上｜健康：排查潜伏之患，调好则日渐康健｜诉讼：先释旧怨，守正则渐入佳境
968666,0,100000,复,010111,讼,【之卦讼·三爻辞】六三：食旧德，贞厉，终吉。或从王事，无成,取静爻：【本卦复·三爻辞】六三：频复，厉，无咎,复变讼，五爻俱动，朱子断取之卦那条不变之爻。讼六三'食旧德，贞厉，终吉。或从王事，无成'——安享旧有之德业，守正虽处危厉而终得吉；若出而从事公务，则宜退让、不居其成。占得此卦：变动纷纭之际，宜守本分、食旧德，不与人争功争讼，虽一时艰危，守正终吉；纵参与王事，亦当让美于人、不贪成功，方保无咎。,五爻动，南师看本卦复里那个静爻——六三'频复，厉，无咎'。'频复'就是一次次走偏、又一次次往回拐。南师说这写的是普通人的真样子：哪有一改就成的？多半是改了又犯、犯了再改，反反复复。这中间当然有危险，可只要你肯一回回往正道上拐，到底'无咎'，没大错。做人别怕反复，怕的是一错到底不回头。屡败屡改，本身就是了不起的功夫。,工作：反复回头虽有波折，守正则终得转圜｜家庭：旧情反复莫轻弃，守德长安｜出行：来回奔波防生波折，谨慎无咎｜财富：守旧德积累为上，勿贪新利招争｜交友：故交反复见真心，守信不争｜学业：温故知新反复练，厉而无咎｜健康：旧疾反复宜守常，勿急图速愈｜诉讼：守旧德据理不争，历险终得吉
968667,0,100001,颐,010111,讼,以下爻为主：【之卦讼·三爻辞】六三：食旧德，贞厉，终吉。或从王事，无成｜参【上爻辞】上九：或锡(cì，赐)之鞶(pán)带，终朝三褫(chǐ，夺),取下静爻：【本卦颐·三爻辞】六三：拂颐，贞凶，十年勿用，无攸利,颐变讼，四爻动，朱子取之卦不变爻、以下爻为主。讼六三'食旧德，贞厉，终吉。或从王事，无成'——安食旧有德业，守正历危而终吉，若从公事当退处、不居其功。占得此卦：宜守旧德、不妄争讼，虽有危厉，守正可获终吉；参上爻'或锡之鞶带，终朝三褫'，纵因争而得显赏，亦如一日三遭剥夺，得不偿失，故知争胜之荣终不足恃，退守为安。,四爻动，南师取本卦颐下面那个静爻——六三'拂颐，贞凶，十年勿用，无攸利'。'拂颐'就是违背了正常的养生养德之道，吃相、活法都拧着来，所以贞凶，十年都派不上用场，干啥都不顺。南师说颐卦讲的是'怎么养'——养身、养德、养人。养的路子一旦走歪，越使劲越糟，得停下来好好调整。这种时候别硬上，'十年勿用'是让你彻底沉下心重打根基，根子正了再谈出头。,工作：违养正道恐招凶，长期勿妄动守本｜家庭：勿失养家之道，克制勿逞强｜出行：不宜远行防失，静守为安｜财富：得而易失须防范，守成勿投机｜交友：慎防交浅言深，得而复失｜学业：根基不稳忌急进，十年养正方成｜健康：留意慢性耗损，静养调本｜诉讼：争则得而复失，宜守正息讼
968668,0,100000,复,010110,困,以下爻为主：【之卦困·三爻辞】六三：困于石，据于蒺藜(jí lí)，入于其宫，不见其妻，凶｜参【上爻辞】上六：困于葛藟(lěi)，于臲卼(niè wù，动摇)，曰动悔有悔，征吉,取下静爻：【本卦复·三爻辞】六三：频复，厉，无咎,复变困，四爻动，朱子取之卦不变爻、以下爻为主。困六三'困于石，据于蒺藜，入于其宫，不见其妻，凶'——前为顽石所阻，下踏蒺藜之刺，退入家门又不见其妻，进退皆困，凶。占得此卦：身处困厄、四面受阻，妄动则触刺，强求则失依，正宜静守自省、勿轻举妄动；再参上爻'困于葛藟……征吉'，知困而思变、动悔能悔，于穷极处奋起求脱，终得转吉。,四爻动，南师看本卦复里那个静爻——六三'频复，厉，无咎'。'频复'是来来回回地往正道上拐——刚走偏又回头，回头没几步又歪了。南师说这就是活生生的人：哪能说改就一次改透？多半反反复复。中间是有风险，可只要肯一遍遍往回走，终究'无咎'，落不下大错。提醒一句：别因为反复就泄气自弃，肯回头本身就是好事，屡改屡犯也强过死不悔改。,工作：反复困顿如履荆棘，守正待时勿强出｜家庭：家中困窘多摩擦，忍让共渡难关｜出行：困阻重重不宜行，静守避险｜财富：财路受阻防破耗，紧缩过冬为上｜交友：孤立无援之时，慎交防受累｜学业：屡挫易灰心，守恒待机方转｜健康：困顿伤身宜静养，勿硬撑加重｜诉讼：陷困局难速胜，守正忍待勿妄争
968669,0,100001,颐,010110,困,【之卦困·三爻辞】六三：困于石，据于蒺藜(jí lí)，入于其宫，不见其妻，凶,取静爻：【本卦颐·三爻辞】六三：拂颐，贞凶，十年勿用，无攸利,颐变困，五爻俱动，朱子断取之卦那条不变之爻。困六三'困于石，据于蒺藜，入于其宫，不见其妻，凶'——上为巨石所阻，下踏荆刺之上，退归其室又不见所恃之妻，进退两难，故凶。占得此卦：正陷四面楚歌之境，前阻后刺、内失所依，切忌妄动强争；宜敛藏静守、谨慎自保，待困极而通。妄进必触祸，安守乃可徐图脱困之机。,五爻动，南师看本卦颐里那个静爻——六三'拂颐，贞凶，十年勿用，无攸利'。'拂颐'就是把养身养德的正路给拧反了，吃相、活法全不对劲，所以贞凶，十年都没用、干啥都不利。南师说颐卦专讲一个'养'字——养身、养德、养人。路子一歪，越折腾越坏，非得彻底停下来重调不可。'十年勿用'不是判死刑，是逼你死心塌地沉下去把根基重打，根正了，自有出头那天。,工作：违正道又逢困厄，谨守避险莫妄为｜家庭：内外交困须克制，和忍化戾｜出行：诸事不利勿远行，闭门守静｜财富：财困重重防深陷，节流保本为要｜交友：处境艰难慎结交，远是非之人｜学业：屡困宜守正养志，勿急功躁进｜健康：身心俱疲宜静养，忌劳累硬扛｜诉讼：处大不利之势，守正息争勿硬拼
968676,0,100010,屯,010111,讼,以下爻为主：【之卦讼·三爻辞】六三：食旧德，贞厉，终吉。或从王事，无成｜参【五爻辞】九五：讼，元吉,取下静爻：【本卦屯·三爻辞】六三：即鹿无虞(yú，守林官)，君子几(jī，机警)不如舍，往吝(lìn，悔吝),屯变讼，四爻动，朱子取之卦不变爻、以下爻为主。讼六三'食旧德，贞厉，终吉。或从王事，无成'——安享旧有德业，守正历危而终得吉；若出从公务，宜退让不居其成。占得此卦：当守本分、食旧德，莫与人争讼角胜，虽处危厉，守正终吉；再参五爻'讼，元吉'，若不得已而争，亦当诉于中正、付于公断，惟得其平乃为大吉，强争己利则非。,四爻动，南师看本卦屯下面那个静爻——六三'即鹿无虞，君子几不如舍，往吝'。追鹿进山却没有向导带路，聪明人一看苗头不对，不如趁早收手，硬追下去只会落得悔吝。南师说屯是草创艰难的时候，做事最讲条件火候：没人引路、没有把握，就别一头扎进去蛮干。识时务的'几'字最要紧——见机不妙能放下，才是真本事。该舍就舍，别让贪念把自己拖进懊悔里。,工作：追逐无凭如猎无向导，知难而退守旧为上｜家庭：勉强难成宜舍执，守德安稳｜出行：无把握勿贸然远行，舍则免悔｜财富：无凭之利宜放手，守旧德终吉｜交友：无引荐勿强攀，守正待缘｜学业：条件不足莫硬追，舍难就易反佳｜健康：勿盲目进补折腾，守常调养｜诉讼：据旧德守正，虽厉终得吉果
968677,0,100011,益,010111,讼,本卦为主：【本卦益·卦辞】益，利有攸往，利涉大川｜参【之卦讼·卦辞】讼，有孚，窒(zhì，阻塞)惕，中吉，终凶。利见大人，不利涉大川,取所动中爻：【本卦益·二爻辞】六二：或益之十朋之龟，弗克违，永贞吉。王用享于帝，吉,本卦益变之卦讼，初二四三爻俱动，朱子断三爻变以本卦卦辞为主、参之卦。'益，利有攸往，利涉大川'——损上益下、增益于民，正是大有作为、可涉险济难之时。占得此卦：宜趁增益之势锐意进取、兴利除弊，则前程通达、艰险可越；然须参之卦'讼，有孚，窒惕，中吉，终凶'，凡事虽存诚信亦防争讼，刚柔相济、适可而止，方能保益而不致争。,三爻动，南师取所动当中那一爻——益卦六二'或益之十朋之龟，弗克违，永贞吉'。这是天上掉好处的卦：有人送你价值十串贝的大宝龟，推都推不掉，这福气挡不住。可后头一句最要紧——'永贞吉'，得长久守正才真吉。做人交好运时别飘，更别见利忘义；像六二这样心正气清，连祭天敬神都吉利，福分自然长长久久。,工作：得益之时利有攸往，进取但防争讼掣肘｜家庭：家道增益宜守正，勿因利生隙｜出行：利往可行，忌涉险大江大险｜财富：正财增益守永贞，勿贪引争｜交友：贵人相助得厚益，诚信相待｜学业：受益进步宜珍惜，守恒莫骄｜健康：调养见效渐向好，勿过度进补｜诉讼：得势也勿轻启讼，守正不利强涉险
968678,0,100010,屯,010110,困,本卦为主：【本卦屯·卦辞】屯，元亨，利贞。勿用有攸往，利建侯(封侯)｜参【之卦困·卦辞】困，亨，贞，大人吉，无咎。有言不信,取所动中爻：【本卦屯·二爻辞】六二：屯如邅(zhān，徘徊)如，乘马班如。匪寇婚媾(gòu，联姻)，女子贞不字(字：出嫁)，十年乃字,本卦屯变之卦困，初二四三爻动，朱子以本卦卦辞为主、参之卦。'屯，元亨，利贞，勿用有攸往，利建侯'——屯是万物初生、艰难方始之象，虽有亨通之理，却不宜冒进，宜先立根基、择贤辅佐。占得此卦：身处草创艰难之际，宜守正待时、广结贤助而非急于远图；再参之卦'困，亨，贞，大人吉'，虽处困厄，惟刚正之人能亨而无咎，守得正方能转屯困为通。,三爻动，南师取中间那一爻——屯卦六二'屯如邅如，乘马班如'。骑着马团团打转、进退两难，像极了人卡在难关里上不去下不来。后面说'匪寇婚媾'，来的不是强盗是求亲的，可这姑娘'贞不字'，守身十年才嫁。南师讲：好事也得熬时候，越是难关越别慌着定终身、做决断；守得住正、耐得住性子，时机到了自然水到渠成。,工作：草创艰难宜建根基，静守待时勿妄进｜家庭：初立不易多包容，得人相助则安｜出行：勿用有攸往，守静待通｜财富：起步维艰宜蓄势，勿大手笔冒进｜交友：贵在得老成持重者，托付则吉｜学业：打基础关键期，忌浮躁躐等｜健康：初起小恙守常调，勿急攻猛治｜诉讼：处困守正待大人，忍待方无咎
968679,0,100011,益,010110,困,以下爻为主：【之卦困·三爻辞】六三：困于石，据于蒺藜(jí lí)，入于其宫，不见其妻，凶｜参【五爻辞】九五：劓(yì)刖(yuè)，困于赤绂，乃徐有说，利用祭祀,取下静爻：【本卦益·三爻辞】六三：益之用凶事，无咎。有孚中行，告公用圭(guī，礼器),本卦益变之卦困，四爻俱动，朱子断四爻变以之卦不变之爻为主、取下爻。困六三'困于石，据于蒺藜，入于其宫，不见其妻，凶'——前撞硬石、退踏荆棘，进退皆伤，回家又不见妻室，孤立无援之凶象。占得此卦：处境窘迫、四面受困，强行而动只会自陷；当参九五'乃徐有说，利用祭祀'，惟以诚敬、徐徐图缓，方能渐脱困厄，切忌躁进。,四爻动，南师看本卦下边那个没动的爻——益卦六三'益之用凶事，无咎'。意思是：把得来的好处用在救急救难、办丧凶这类硬事上，不但没错反而无咎。后面'有孚中行，告公用圭'——心里有诚、走得端正，拿着礼器去禀报上头。南师讲：人有余力时别只顾自己享受，肯把资源拿出来帮人渡难关，这才叫会用'益'，路子正、人脉就稳。,工作：逆境行善反无咎，守中道渡困厄｜家庭：难处更需担当，诚信持家化困｜出行：不宜远行防受困，静守为安｜财富：财紧时行正当事，守中反得无咎｜交友：患难中见真情，诚信相托｜学业：逆境磨志守正道，坚持终有成｜健康：带病调理守中和，勿激进折腾｜诉讼：处困守正持诚，行中道免大祸
968686,0,100000,复,010101,未济,以下爻为主：【之卦未济·三爻辞】六三：未济，征凶，利涉大川｜参【五爻辞】六五：贞吉，无悔，君子之光，有孚，吉,取下静爻：【本卦复·三爻辞】六三：频复，厉，无咎,本卦复变之卦未济，四爻动，朱子断四爻变取之卦不变之下爻。未济六三'未济，征凶，利涉大川'——事未成之际贸然前征则凶，然终须涉大川以求济。占得此卦：时机未熟，急进取败，宜审度而后动；再参六五'贞吉，无悔，君子之光，有孚，吉'，惟守正怀诚、修德待时，光明可期，终能由未济转向有济。,四爻动，南师取本卦下方那静爻——复卦六三'频复，厉，无咎'。'频复'就是一次次回头、反复地改过。南师说这写的是没多大定力的人：错了改、改了又犯，来来回回。这状态'厉'，是有点危险、叫人捏把汗；可妙在'无咎'——只要肯一回回往正道上拐，哪怕反复，也终究没大错。做人就怕错了死不回头，肯改，慢点也行。,工作：事未成又反复，守正待成勿冒进招凶｜家庭：旧情反复宜守德，耐心待和｜出行：时机未熟勿远行，大事需谨慎筹备｜财富：财局未定防波动，守旧勿贪进｜交友：交情反复见真心，守信不急｜学业：反复温习待火候，忌半途冒进｜健康：旧疾反复宜守常，调养待愈｜诉讼：胜负未定勿妄争，守正待时方转机
968687,0,100001,颐,010101,未济,本卦为主：【本卦颐·卦辞】颐，贞吉。观颐，自求口实｜参【之卦未济·卦辞】未济，亨，小狐汔(qì，几乎)济，濡其尾，无攸利,取所动中爻：【本卦颐·二爻辞】六二：颠颐，拂经，于丘颐，征凶,本卦颐变之卦未济，三爻动，朱子以本卦卦辞为主、参之卦。'颐，贞吉，观颐，自求口实'——颐是养之道，守正则吉；看人如何养、看己如何谋食，皆须以正。占得此卦：凡养身养德、谋食谋事，宜守正自立、慎其所养；再参之卦'未济，亨，小狐汔济，濡其尾，无攸利'，事近成而未成，如小狐渡河沾湿其尾，戒在将成时不可松懈失慎。,三爻动，南师取中间那爻——颐卦六二'颠颐，拂经，于丘颐，征凶'。'颐'是养、是吃饭。这爻说颠倒了求养的次序、违反常理，本该自食其力却跑去向高处的人讨饭吃，这么去'征凶'，必碰壁。南师讲做人养家糊口要走正道：该自己挣的别老指望别人施舍，颠倒了主次、放下身段去攀附求养，往往讨不到好，反而招凶。,工作：养正则吉但事未竟，谨慎收尾防功亏一篑｜家庭：守养家正道则安，慎终如始｜出行：将成未成宜谨慎，防濡尾之失｜财富：守正得养勿冒进，慎防收尾疏漏｜交友：自求口实靠自立，诚交守正｜学业：养正积累有成，善始善终方得吉｜健康：调养得法渐佳，慎终勿松懈｜诉讼：守正养和为上，慎防末节失误
968688,0,100000,复,010100,解,本卦为主：【本卦复·卦辞】复，亨。出入无疾，朋来无咎。反复其道，七日来复，利有攸往｜参【之卦解·卦辞】解，利西南，无所往，其来复吉。有攸往，夙(sù，早)吉,取所动中爻：【本卦复·二爻辞】六二：休复，吉,本卦复变之卦解，三爻动，朱子以本卦卦辞为主、参之卦。'复，亨，出入无疾，朋来无咎，反复其道，七日来复，利有攸往'——复是阳气回返、生机重来之象，往来无碍、同道相助，循环有常，利于前行。占得此卦：当此否极而复、转机初现之时，宜顺势而进、广纳同道；再参之卦'解，利西南……其来复吉，有攸往，夙吉'，险难将解，宜及早行动，趁早则吉。,三爻动，南师取中间那爻——复卦六二'休复，吉'。'休'是美、是漂亮，'休复'就是回头回得漂亮、改得痛快。南师说这是最舒服的一爻：人犯了错或走偏了，能干脆利落地拐回正道，不拖泥带水、不死要面子。这种'回头'最吉。做人难得的就是这份爽快——知道错了二话不说就改，虚心一点、靠近好人好事，路自然越走越顺。,工作：一阳来复回正道，困局松动可稳进｜家庭：破镜重圆有转机，温和相待渐融洽｜出行：反复往来皆顺遂，择日出行无碍｜财富：财路回暖宜积累，稳中有进不冒失｜交友：故友重聚志同道合，真心相待得益｜学业：迷途知返再发力，循序温习见成效｜健康：元气渐复宜调养，作息规律自安康｜诉讼：纠纷渐解宜和缓，守正待时终得吉
968689,0,100001,颐,010100,解,以下爻为主：【之卦解·三爻辞】六三：负且乘，致寇至，贞吝｜参【五爻辞】六五：君子维有解，吉，有孚于小人,取下静爻：【本卦颐·三爻辞】六三：拂颐，贞凶，十年勿用，无攸利,本卦颐变之卦解，四爻动，朱子断四爻变取之卦不变之下爻。解六三'负且乘，致寇至，贞吝'——本是背负之人却坐了大车，德不配位、招摇致寇，纵守正亦难免羞吝。占得此卦：若才德不称其位、炫耀招摇，必引祸患上门；当参六五'君子维有解，吉，有孚于小人'，惟君子能解纷排难、以诚感化宵小，去其骄矜、安守本分，方可免咎。,四爻动，南师取本卦下方静爻——颐卦六三'拂颐，贞凶，十年勿用，无攸利'。'拂颐'就是违背了养生养德的正道。南师说这爻很重：违了根本的规矩去求养，守着这条路也是凶，十年都翻不了身、干啥都没好处。这是提醒人——吃饭做人有个底线，靠歪门邪道养活自己，一时痛快、长久遭殃；根子坏了，得花极长时间才缓得过来。,工作：违背常道有凶险，切忌贪功守本分｜家庭：颐养失当易生怨，克制口舌重和睦｜出行：不宜远行防差池，静守待机为上策｜财富：养财失道招损耗，戒贪节用免破财｜交友：所交非人多牵累，远浮华近正直｜学业：方法不当难长进，痛改陋习方有解｜健康：饮食失节伤根本，忌纵欲重养生｜诉讼：强争十年无所利，速退守正免大凶
968696,0,100010,屯,010101,未济,【之卦未济·三爻辞】六三：未济，征凶，利涉大川,取静爻：【本卦屯·三爻辞】六三：即鹿无虞(yú，守林官)，君子几(jī，机警)不如舍，往吝(lìn，悔吝),本卦屯变之卦未济，五爻俱动，朱子断五爻变取之卦唯一不变之爻。未济六三'未济，征凶，利涉大川'——大事将成而尚未成，此时贸然前征则凶，然终须勇涉大川以竟其功。占得此卦：时机尚欠火候，急进必败，宜先充实自身、相机而动；待力足势顺，再涉险图大，则未济可转为既济，切忌一味躁进取祸。,五爻动，南师取本卦那个没动的爻——屯卦六三'即鹿无虞，君子几不如舍，往吝'。打猎追鹿却没有向导带路，傻追进林子只会迷路。南师说聪明人见机不对，不如干脆放手别追，硬往前奔只会自讨没趣。做事也一样：条件不具备、没人引路时，别凭一股冲劲蛮干；该停手就停手，识时务、肯舍弃，比死撑到底强得多。,工作：草创逢险步步艰，无向导则宜暂舍｜家庭：处境不明勿强求，静守待清明｜出行：山林迷途莫贸进，机警知返免懊悔｜财富：无把握勿追利，舍小逐利防深陷｜交友：择友需明底细，盲从则受累｜学业：基础未牢忌躁进，认清方向再发力｜健康：初病未明宜观察，勿乱投医添险｜诉讼：事未明朗勿轻讼，知难而退方无咎
968697,0,100011,益,010101,未济,以下爻为主：【之卦未济·三爻辞】六三：未济，征凶，利涉大川｜参【上爻辞】上九：有孚于饮酒，无咎，濡其首，有孚失是,取下静爻：【本卦益·三爻辞】六三：益之用凶事，无咎。有孚中行，告公用圭(guī，礼器),本卦益变之卦未济，四爻动，朱子断四爻变取之卦不变之下爻。未济六三'未济，征凶，利涉大川'——事将成而未成，急征则凶，终须涉险以求济。占得此卦：火候未到，躁进招败，宜养力待时；当参上九'有孚于饮酒，无咎，濡其首，有孚失是'，纵有诚信亦戒过度——如饮酒至沾湿头首，乐极忘节反失其正。守诚而有度，方能善始善终。,四爻动，南师取本卦下边那个静爻——益卦六三'益之用凶事，无咎'。这话很实在：把多出来的好处、力气，用到救急、办难事、帮人渡坎上去，不但没毛病，反而对。后面'有孚中行，告公用圭'——存着真心、走得端正，郑重其事去办。南师讲：人手里有余力时见格局——肯把资源砸在急难处帮衬别人，这'益'才用到刀刃上，人缘与信用都从这儿攒起来。,工作：增益之时逢未济，行凶事需守中道｜家庭：付出虽多事未成，诚心相待渐转圜｜出行：利于涉险担大任，但需谨慎防濡尾｜财富：救急用财有所得，守诚正用免招祸｜交友：以诚厚待可托付，中行有孚得助力｜学业：攻坚补短正当时，持之以恒终有成｜健康：调补需对症，坚持将养渐向好｜诉讼：据理力争守中正，诚信为凭事可解
968698,0,100010,屯,010100,解,以下爻为主：【之卦解·三爻辞】六三：负且乘，致寇至，贞吝｜参【上爻辞】上六：公用射隼(sǔn，鹰)于高墉之上，获之，无不利,取下静爻：【本卦屯·三爻辞】六三：即鹿无虞(yú，守林官)，君子几(jī，机警)不如舍，往吝(lìn，悔吝),本卦屯变之卦解，四爻动，朱子断四爻变取之卦不变之下爻。解六三'负且乘，致寇至，贞吝'——肩负之人却乘大车，位不称德、炫耀招盗，虽正亦吝。占得此卦：若德薄而居高、张扬而无实，必自招祸；当参上六'公用射隼于高墉之上，获之，无不利'，惟在上者果断除害、一举去其奸宄，方能转危为安。去骄守分、扫除隐患，乃免吝之道。,四爻动，南师取本卦下方那个静爻——屯卦六三'即鹿无虞，君子几不如舍，往吝'。追鹿没有熟悉山林的向导，一头扎进去就是瞎转。南师说真正明白的人，看苗头不对，宁可空手而归也不硬追，蛮干只会落得灰头土脸。放到事上：没条件、没内行人带，就别凭热血往前冲；懂得见好就收、该撒手就撒手，比一条道走到黑要高明得多。,工作：草创逢解有转机，当下宜守待时通｜家庭：僵局将松莫急躁，机警相处渐和缓｜出行：迷途在即宜知返，缓行避险为上｜财富：困中见舒需谨慎，勿贪冒进防招寇｜交友：择友存戒心，防负乘致祸端｜学业：难关将破再努力，认清方向稳推进｜健康：病情渐缓宜静养，切忌操劳复发｜诉讼：纠纷可解宜守正，勿强争防反噬
968699,0,100011,益,010100,解,【之卦解·三爻辞】六三：负且乘，致寇至，贞吝,取静爻：【本卦益·三爻辞】六三：益之用凶事，无咎。有孚中行，告公用圭(guī，礼器),本卦益变之卦解，五爻俱动，朱子断五爻变取之卦唯一不变之爻。解六三'负且乘，致寇至，贞吝'——本当背负而行之人，偏要乘坐大车，德不配位、招摇过市，遂引盗寇上门，纵守正亦难免羞吝。占得此卦：才德若不相称其位，又好张扬炫耀，必自取祸患；宜自省退守、敛其锋芒、安于本分，去其骄矜浮夸，方能避祸而免于吝。,五爻动，南师取本卦那个没动的爻——益卦六三'益之用凶事，无咎'。简单说：把得来的好处、富余的力量，花在救急救难、办丧办凶这些硬骨头事上，不但不错，还正合适。'有孚中行，告公用圭'——心里揣着诚意、走得端端正正，郑重去禀报办理。南师讲：人有余力时最见品性，肯把资源使在帮人渡难关上，这才是把'益'用对了地方，信誉和靠谱就这么立起来。,工作：增益逢解防招寇，守正谨慎免致祸｜家庭：矛盾松动需克制，勿因得意生嫌隙｜出行：负重远行招险患，轻装缓行为安｜财富：得利之时防眼红，低调守财免招灾｜交友：财显易引小人近，慎交防负乘之患｜学业：小有所成勿张扬，踏实用功防松懈｜健康：调养见效忌大意，防旧疾反复｜诉讼：得理未必长安，守正避争防致寇
968766,0,100100,震,010111,讼,以下爻为主：【之卦讼·三爻辞】六三：食旧德，贞厉，终吉。或从王事，无成｜参【四爻辞】九四：不克讼，复即命，渝(yú，变)，安贞吉,取下静爻：【本卦震·三爻辞】六三：震苏苏，震行无眚(shěng，灾),本卦震变之卦讼，四爻动，朱子断四爻变取之卦不变之下爻。讼六三'食旧德，贞厉，终吉，或从王事，无成'——安享旧有的本分德业，虽处境危厉，守正则终得吉；若出而从公任事，亦宜退让不居其功。占得此卦：身处争讼是非之地，宜守旧德、不争其功；再参九四'不克讼，复即命，渝，安贞吉'，讼而不胜，及早回心、改过安正，则可无咎。,四爻动，南师取本卦下方那静爻——震卦六三'震苏苏，震行无眚'。打雷打得人心里发毛、缩手缩脚、坐立不安，这就是'苏苏'。南师说：被惊吓不可怕，关键看你怕完之后干啥。要是被这一吓，反倒提了神、谨慎起来、规规矩矩照着正道走，那就'无眚'，没灾。做人也这样——受点惊、吃点教训不是坏事，能把它变成警醒、收敛着往正路上行，反而躲过祸。,工作：震动惊惧宜谨慎，稳步而行则无灾｜家庭：变故来袭莫慌乱，镇定持家自安稳｜出行：路途或有惊扰，谨慎前行无碍｜财富：市况动荡守本分，稳健不躁免损失｜交友：交往逢争宜守德，食旧德者终得吉｜学业：受惊心浮宜定神，从容应对可过关｜健康：受惊气血易乱，静心调息防惊悸｜诉讼：争讼缠身守旧德，安贞退让终有吉
968767,0,100101,噬嗑,010111,讼,本卦为主：【本卦噬嗑·卦辞】噬嗑，亨，利用狱｜参【之卦讼·卦辞】讼，有孚，窒(zhì，阻塞)惕，中吉，终凶。利见大人，不利涉大川,取所动中爻：【本卦噬嗑·二爻辞】六二：噬肤灭鼻，无咎,本卦噬嗑变之卦讼，三爻动，朱子以本卦卦辞为主、参之卦。'噬嗑，亨，利用狱'——噬嗑是咬合去梗之象，如口中有物须啮断，喻除去障碍、明断刑狱则通。占得此卦：凡事有阻梗在中，宜果断剖断、明察是非以除之，则亨；再参之卦'讼，有孚，窒惕，中吉，终凶，利见大人'，争端虽有理在，亦须戒惕适止、求公正之裁断，不可缠讼到底，方能趋吉避凶。,三爻动，南师取中间那爻——噬嗑卦六二'噬肤灭鼻，无咎'。咬一块嫩肉，用力一咬连鼻子都埋进去了，下嘴狠是狠了点，可'无咎'，没错。南师讲这是讲办事、断案、治人：碰上软处、占着理，就该痛快利落地下手，别婆婆妈妈。当然劲使得有点过，可方向对、有分寸，就没大碍。做人有时就得有这股子干脆劲，该咬下去时别犹豫。,工作：果决除弊利刑狱，明断是非涉争端｜家庭：矛盾须明断处置，就事论事勿含糊｜出行：行程或有阻，果断应对可通｜财富：清算旧账见分晓，正当谋利防口舌｜交友：明辨曲直远小人，果决割舍不姑息｜学业：攻克难点靠决断，一鼓作气破瓶颈｜健康：病灶宜早除，果断诊治莫拖延｜诉讼：证据确凿宜力争，中正无偏终无咎
968768,0,100100,震,010110,困,本卦为主：【本卦震·卦辞】震，亨。震来虩虩(xì，恐惧)，笑言哑哑(yǎ)，震惊百里，不丧匕鬯(chàng，祭祀用酒)｜参【之卦困·卦辞】困，亨，贞，大人吉，无咎。有言不信,取所动中爻：【本卦震·二爻辞】六二：震来厉，亿丧贝，跻(jī，登)于九陵，勿逐，七日得,本卦震变之卦困，三爻动，朱子以本卦卦辞为主、参之卦。'震，亨，震来虩虩，笑言哑哑，震惊百里，不丧匕鬯'——雷动之时，先恐惧戒慎，后笑语自如；威震百里而主祭者镇定不失其器。占得此卦：当变故震动之际，宜以敬畏自持、临危不乱，则反致亨通；再参之卦'困，亨，贞，大人吉，无咎'，虽入困境，惟刚正之大人能守而获吉，处惊处困皆贵在镇定守正。,三爻动，南师取中间那爻——震卦六二'震来厉，亿丧贝，跻于九陵，勿逐，七日得'。一声惊雷打来，凶险得很，钱财一下子全丢了，人只好往高山上躲。南师说妙就妙在后头：'勿逐，七日得'——丢的别急着去追，躲上高处避避风头，过些日子它自己回来。做人遇大变故别慌着抢救财物，先保住自己、稳住阵脚；该是你的，避过这阵自然失而复得。,工作：惊变临身困顿至，镇定守正待复通｜家庭：突遭变故有损失，从容持家勿丧志｜出行：行途受阻多惊扰，缓行守静防意外｜财富：损财勿追七日复，静守待机自回还｜交友：患难见真情，勿因困顿疏旧友｜学业：受挫心乱宜坚持，守恒发奋终有成｜健康：受惊耗损须静养，勿逐劳累复元气｜诉讼：困中有言人不信，守正待时勿强辩
